Key,Source,Context,Changes,English,German
notes_fetch4_Quest,items,Request,,[DECEA3]Tier 4[-] | Fetch,[DECEA3]Stufe 4[-] | Bringen
notes_fetch4_QuestDesc,items,Request,,Starts [DECEA3]Tier 4[-] fetch quest,Startet die [DECEA3]Stufe 4[-]-Abrufquest
notes_clear4_Quest,items,Request,,[DECEA3]Tier 4[-] | Clear,[DECEA3]Stufe 4[-] | Klar
notes_clear4_QuestDesc,items,Request,,Starts [DECEA3]Tier 4[-] clear quest,Startet die Quest „[DECEA3]Stufe 4[-]“.
notes_infested4_Quest,items,Request,,[DECEA3]Tier 4[-] | Infested Clear,[DECEA3]Stufe 4[-] | Befallen klar
notes_infested4_QuestDesc,items,Request,,Starts [DECEA3]Tier 4[-] infested clear quest,Startet die [DECEA3]Stufe 4[-]-verseuchte Clear-Quest
notes_fetch5_Quest,items,Request,,[DECEA3]Tier 5[-] | Fetch,[DECEA3]Stufe 5[-] | Bringen
notes_fetch5_QuestDesc,items,Request,,Starts [DECEA3]Tier 5[-] fetch quest,Startet die [DECEA3]Stufe 5[-]-Abrufquest
notes_clear5_Quest,items,Request,,[DECEA3]Tier 5[-] | Clear,[DECEA3]Stufe 5[-] | Klar
notes_clear5_QuestDesc,items,Request,,Starts [DECEA3]Tier 5[-] clear quest,Startet die Abschlussquest der [DECEA3]Stufe 5[-].
notes_infested5_Quest,items,Request,,[DECEA3]Tier 5[-] | Infested Clear,[DECEA3]Stufe 5[-] | Befallen klar
notes_infested5_QuestDesc,items,Request,,Starts [DECEA3]Tier 5[-] infested clear quest,Startet die [DECEA3]Stufe 5[-]-verseuchte Clear-Quest
notes_infested6_Quest,items,Request,,[DECEA3]Tier 6[-] | Infested Clear,[DECEA3]Stufe 6[-] | Befallen klar
notes_infested6_QuestDesc,items,Request,,Starts [DECEA3]Tier 6[-] infested clear quest,Startet die [DECEA3]Stufe 6[-]-verseuchte Clear-Quest
SignalSmokeMedicineSmall,blocks,QuestItems,,Faint smoke signal (Medicine),Schwaches Rauchsignal (Medizin)
SignalSmokeMedicineDesc,blocks,QuestItems,,"There's not much smoke, but you can see it from the plane. But be careful, it might attract unnecessary attention.\n\n[DECEA3]Object of the mission. Can be dismantled for valuable resources.[-]","Es gibt nicht viel Rauch, aber man kann ihn vom Flugzeug aus sehen. Aber seien Sie vorsichtig, es könnte unnötige Aufmerksamkeit erregen.\n\n[DECEA3]Ziel der Mission. Kann zur Gewinnung wertvoller Ressourcen zerlegt werden.[-]"
SignalSmokeMedicineBig,blocks,QuestItems,,Strong smoke signal (Medicine),Starkes Rauchsignal (Medizin)
medicineSmallCase_Quest,items,Request,,[DECEA3]Small case[-] Rare Medicines,[DECEA3]Kleiner Fall[-] Seltene Arzneimittel
medicineSmallCase_QuestDesc,items,Request,,"Request for a small case of rare medicines\n\nWhen you activate the task, you will receive [DECEA3]10[-] rare medicines.","Anfrage für eine kleine Kiste seltener Medikamente\n\nWenn Sie die Aufgabe aktivieren, erhalten Sie [DECEA3]10[-] seltene Medikamente."
medicineBigCase_Quest,items,Request,,[DECEA3]Big case[-] Rare Medicines,[DECEA3]Großer Fall[-] Seltene Arzneimittel
medicineBigCase_QuestDesc,items,Request,,"Request for a large case of rare medicines\n\nWhen you activate the task, you will receive [DECEA3]100[-] rare medicines.","Anfrage für eine große Kiste seltener Medikamente\n\nWenn Sie die Aufgabe aktivieren, erhalten Sie [DECEA3]100[-] seltene Medikamente."
medicineSmallCaseName,Quest,Quest Info,,Medicine Request [DECEA3]Small Case[-],Arzneimittelanfrage [DECEA3]Kleiner Fall[-]
medicineBigCaseName,Quest,Quest Info,,Medicine Request [DECEA3]Large Case[-],Arzneimittelanfrage [DECEA3]Großer Fall[-]
medicineSmallCaseOffer,Quest,Quest Info,,"You have requested a small case of rare medicines.\n\nWhen you activate the task, you will receive [DECEA3]10[-] rare medicines","Sie haben eine kleine Kiste seltener Medikamente angefordert.\n\nWenn Sie die Aufgabe aktivieren, erhalten Sie [DECEA3]10[-] seltene Medikamente"
medicineBigCaseOffer,Quest,Quest Info,,"You have requested a large case of rare medicines.\n\nWhen you activate the task, you will receive [DECEA3]100[-] rare medicines","Sie haben eine große Kiste seltener Medikamente angefordert.\n\nWenn Sie die Aufgabe aktivieren, erhalten Sie [DECEA3]100[-] seltene Medikamente"
ammo762SmallCase100_Quest,items,Request,,[DECEA3]Small case:[-] 7.62 mm,"[DECEA3]Kleines Gehäuse:[-] 7,62 mm"
ammo762SmallCase100_QuestDesc,items,Request,,"Request for a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of 7.62 mm with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine kleine Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schuss 7,62 mm mit [5AFF75]((Abgereichertes Uran))[-]"
ammo762BigCase1000_Quest,items,Request,,[DECEA3]Large case:[-] 7.62 mm,"[DECEA3]Großes Gehäuse:[-] 7,62 mm"
ammo762BigCase1000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of 7.62 mm with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schuss 7,62 mm mit [5AFF75]((Depleted Uranium))[-]"
ammo762LargeCase5000_Quest,items,Request,,[DECEA3]Large case:[-] 7.62 mm,"[DECEA3]Großes Gehäuse:[-] 7,62 mm"
ammo762LargeCase5000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of 7.62 mm with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] Schuss 7,62 mm mit [5AFF75]((Depleted Uranium))[-]"
ammo9mmSmallCase100_Quest,items,Request,,[DECEA3]Small case:[-] 9 mm,[DECEA3]Kleines Gehäuse:[-] 9 mm
ammo9mmSmallCase100_QuestDesc,items,Request,,"Request for a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of 9 mm with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine kleine Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schuss 9 mm mit [5AFF75]((Abgereichertes Uran))[-]"
ammo9mmBigCase1000_Quest,items,Request,,[DECEA3]Large case:[-] 9 mm,[DECEA3]Großes Gehäuse:[-] 9 mm
ammo9mmBigCase1000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of 9 mm with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schuss 9 mm mit [5AFF75]((Depleted Uranium))[-]"
ammo9mmLargeCase5000_Quest,items,Request,,[DECEA3]Large case:[-] 9 mm,[DECEA3]Großes Gehäuse:[-] 9 mm
ammo9mmLargeCase5000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of 9 mm with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] Schuss 9 mm mit [5AFF75]((Depleted Uranium))[-]"
ammo44magnumSmallCase100_Quest,items,Request,,[DECEA3]Small case:[-] .44 magnum,[DECEA3]Kleines Gehäuse:[-] .44 Magnum
ammo44magnumSmallCase100_QuestDesc,items,Request,,"Request for a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of .44 magnum with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine kleine Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schuss .44 Magnum mit [5AFF75]((Abgereichertes Uran))[-]"
ammo44magnumBigCase1000_Quest,items,Request,,[DECEA3]Large case:[-] .44 magnum,[DECEA3]Großes Gehäuse:[-] .44 Magnum
ammo44magnumBigCase1000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of .44 magnum with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schuss .44 Magnum mit [5AFF75]((Abgereichertes Uran))[-]"
ammo44magnumLargeCase5000_Quest,items,Request,,[DECEA3]Large case:[-] .44 magnum,[DECEA3]Großes Gehäuse:[-] .44 Magnum
ammo44magnumLargeCase5000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of .44 magnum with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] Schuss .44 Magnum mit [5AFF75]((Abgereichertes Uran))[-]"
ammoShotgunSmallCase100_Quest,items,Request,,[DECEA3]Small case:[-] shotgun slugs,[DECEA3]Kleines Gehäuse:[-] Schrotflintengeschosse
ammoShotgunSmallCase100_QuestDesc,items,Request,,"Request for a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] shotgun slugs with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine kleine Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schrotflintengeschosse mit [5AFF75]((Abgereichertes Uran))[-]"
ammoShotgunBigCase1000_Quest,items,Request,,[DECEA3]Large case:[-] shotgun slugs,[DECEA3]Großer Koffer:[-] Schrotflintengeschosse
ammoShotgunBigCase1000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] shotgun slugs with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schrotflintengeschosse mit [5AFF75]((Abgereichertes Uran))[-]"
ammoShotgunLargeCase5000_Quest,items,Request,,[DECEA3]Large case:[-] shotgun slugs,[DECEA3]Großer Koffer:[-] Schrotflintengeschosse
ammoShotgunLargeCase5000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] shotgun slugs with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] Schrotflintengeschosse mit [5AFF75]((Abgereichertes Uran))[-]"
ammoTurretCase1500_Quest,items,Request,,[DECEA3]Large case:[-] Turret Ammunition,[DECEA3]Großer Koffer:[-] Turmmunition
ammoTurretCase1500_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1500[-] turret ammunition with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1500[-] Turmmunition mit [5AFF75]((Abgereichertes Uran))[-]"
ammoTurretCase9000_Quest,items,Request,,[DECEA3]Large case:[-] Turret Ammunition,[DECEA3]Großer Koffer:[-] Turmmunition
ammoTurretCase9000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]9000[-] turret ammunition with [5AFF75]((Depleted Uranium))[-]","Fordern Sie eine große Kiste experimenteller Munition an.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]9000[-] Turmmunition mit [5AFF75]((Abgereichertes Uran))[-]"
quest_alloys_small_case,Quest,Quest Info,,Excellent work! I'm sure even these supplies will be able to make life easier for a lot of people. The alloys should be sent to you. Keep up the good work!,"Ausgezeichnete Arbeit! Ich bin sicher, dass auch diese Hilfsmittel vielen Menschen das Leben erleichtern können. Die Legierungen sollten Ihnen zugesandt werden. Machen Sie weiter so!"
quest_alloys_medium_case,Quest,Quest Info,,Excellent! Your supplies will help more than one settlement. The alloys should be sent to you. Keep up the good work!,Exzellent! Ihre Vorräte werden mehr als einer Siedlung helfen. Die Legierungen sollten Ihnen zugesandt werden. Machen Sie weiter so!
quest_alloys_big_case,Quest,Quest Info,,"Excellent! With this amount of supplies, we can organize several more safe zones. With your contribution, you are saving the lives of many survivors. The alloys should be sent to you. Keep up the good work!",Exzellent! Mit dieser Menge an Vorräten können wir mehrere weitere sichere Zonen einrichten. Mit Ihrem Beitrag retten Sie das Leben vieler Überlebender. Die Legierungen sollten Ihnen zugesandt werden. Machen Sie weiter so!
ammoSmallCase100Name,Quest,Quest Info,,Request AMMO [DECEA3]Small Case[-],Munition anfordern [DECEA3]Kleinkoffer[-]
ammoBigCase1000Name,Quest,Quest Info,,Request AMMO [DECEA3]Large Case[-],Munition anfordern [DECEA3]Großer Koffer[-]
ammoLargeCase5000Name,Quest,Quest Info,,Request AMMO [DECEA3]Large Case[-],Munition anfordern [DECEA3]Großer Koffer[-]
ammo762SmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of 7.62 mm with [5AFF75](Depleted Uranium)[-]","Sie haben eine kleine Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schuss 7,62 mm mit [5AFF75](Abgereichertes Uran)[-]"
ammo762BigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of 7.62 mm with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schuss 7,62 mm mit [5AFF75](Abgereichertes Uran)[-]"
ammo762LargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of 7.62 mm with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste Versuchsmunition angefordert. Seien Sie vorsichtig! Diese Aktivität kann während der Quest Minibosse anlocken.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] Patronen von 7,62 mm mit [5AFF75](Abgereichertes Uran)[-]"
ammo9mmSmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of 9 mm with [5AFF75](Depleted Uranium)[-]","Sie haben eine kleine Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schuss 9 mm mit [5AFF75](Abgereichertes Uran)[-]"
ammo9mmBigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of 9 mm with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schuss 9 mm mit [5AFF75](Abgereichertes Uran)[-]"
ammo9mmLargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of 9 mm with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste Versuchsmunition angefordert. Seien Sie vorsichtig! Diese Aktivität kann während der Quest Minibosse anlocken.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] 9-mm-Patronen mit [5AFF75](Abgereichertes Uran)[-]"
ammo44magnumSmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of .44 magnum with [5AFF75](Depleted Uranium)[-]","Sie haben eine kleine Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schuss .44 Magnum mit [5AFF75](Abgereichertes Uran)[-]"
ammo44magnumBigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of .44 magnum with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schuss .44 Magnum mit [5AFF75](Abgereichertes Uran)[-]"
ammo44magnumLargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of .44 magnum with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste Versuchsmunition angefordert. Seien Sie vorsichtig! Diese Aktivität kann während der Quest Minibosse anlocken.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] Schuss .44 Magnum mit [5AFF75](Abgereichertes Uran)[-]"
ammoShotgunSmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] shotgun slugs with [5AFF75](Depleted Uranium)[-]","Sie haben eine kleine Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]100[-] Schrotflintengeschosse mit [5AFF75](Abgereichertes Uran)[-]"
ammoShotgunBigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] shotgun slugs with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1000[-] Schrotflintengeschosse mit [5AFF75](Abgereichertes Uran)[-]"
ammoShotgunLargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] shotgun slugs with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste Versuchsmunition angefordert. Seien Sie vorsichtig! Diese Aktivität kann während der Quest Minibosse anlocken.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]5000[-] Schrotflintengeschosse mit [5AFF75](Abgereichertes Uran)[-]"
ammoTurretCase1500Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1500[-] turret ammunition with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste experimenteller Munition angefordert.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]1500[-] Turmmunition mit [5AFF75](Abgereichertes Uran)[-]"
ammoTurretCase9000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]9000[-] turret ammunition with [5AFF75](Depleted Uranium)[-]","Sie haben eine große Kiste Versuchsmunition angefordert. Seien Sie vorsichtig! Diese Aktivität kann während der Quest Minibosse anlocken.\n\nWenn Sie die Mission aktivieren, erhalten Sie [DECEA3]9000[-] Turmmunition mit [5AFF75](Abgereichertes Uran)[-]"
UltraLightAlloysSmall_Quest,items,Request,,[DECEA3]Small case[-] Ultra light alloys,[DECEA3]Kleines Gehäuse[-] Ultraleichte Legierungen
UltraLightAlloysSmall_QuestDesc,items,Request,,"Request for a small resource case.\nBe careful, dropping the cargo may attract the attention of zombies.\n\nIf you successfully receive the cargo, you will receive [DECEA3]10 Ultra light alloys.[-]","Fordern Sie eine kleine Ressourcenkiste an.\nSeien Sie vorsichtig, das Abwerfen der Ladung könnte die Aufmerksamkeit von Zombies auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]10 Ultraleichtlegierungen.[-]"
requestUltraStrengthAlloysSmall,items,Request,,[DECEA3]Small case[-] Ultra strength alloys,[DECEA3]Kleines Gehäuse[-] Ultrafeste Legierungen
requestUltraStrengthAlloysSmallDesc,items,Request,,"Request for a small resource case.\nBe careful, dropping the cargo may attract the attention of zombies.\n\nIf you successfully receive the cargo, you will receive [DECEA3]10 Ultra strength alloys.[-]","Fordern Sie eine kleine Ressourcenkiste an.\nSeien Sie vorsichtig, das Abwerfen der Ladung könnte die Aufmerksamkeit von Zombies auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]10 ultrafeste Legierungen.[-]"
requestExperimentalAlloysSmall,items,Request,,[DECEA3]Small case[-] Experimental alloys,[DECEA3]Kleiner Fall[-] Experimentelle Legierungen
requestExperimentalAlloysSmallDesc,items,Request,,"Request for a small resource case.\nBe careful, dropping the cargo may attract the attention of zombies.\n\nIf you successfully receive the cargo, you will receive [DECEA3]10 Experimental alloys.[-]","Fordern Sie eine kleine Ressourcenkiste an.\nSeien Sie vorsichtig, das Abwerfen der Ladung könnte die Aufmerksamkeit von Zombies auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]10 Experimentallegierungen.[-]"
requestUltraLightAlloysMedium,items,Request,,[DECEA3]Medium case[-] Ultra light alloys,[DECEA3]Mittelgroßes Gehäuse[-] Ultraleichte Legierungen
requestUltraLightAlloysMediumDesc,items,Request,,"Request to receive a medium case of resources.\nBe careful, dropping the cargo may attract the attention of zombies from all over the area.\n\nIf you successfully receive the cargo, you will receive [DECEA3]50 Ultra light alloys.[-]","Fordern Sie den Erhalt einer mittleren Kiste mit Ressourcen an.\nSeien Sie vorsichtig, das Abwerfen der Ladung könnte die Aufmerksamkeit von Zombies aus der ganzen Gegend auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]50 Ultraleichtlegierungen.[-]"
requestUltraStrengthAlloysMedium,items,Request,,[DECEA3]Medium case[-] Ultra strength alloys,[DECEA3]Mittelgroßes Gehäuse[-] Ultrafeste Legierungen
requestUltraStrengthAlloysMediumDesc,items,Request,,"Request to receive a medium case of resources.\nBe careful, dropping the cargo may attract the attention of zombies from all over the area.\n\nIf you successfully receive the cargo, you will receive [DECEA3]50 Ultra strength alloys.[-]","Fordern Sie den Erhalt einer mittelgroßen Kiste mit Ressourcen an.\nSeien Sie vorsichtig, das Abwerfen der Ladung könnte die Aufmerksamkeit von Zombies aus der ganzen Gegend auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]50 ultrafeste Legierungen.[-]"
requestExperimentalAlloysMedium,items,Request,,[DECEA3]Medium case[-] Experimental alloys,[DECEA3]Mittelgroßes Gehäuse[-] Experimentelle Legierungen
requestExperimentalAlloysMediumDesc,items,Request,,"Request to receive a medium case of resources.\nBe careful, dropping the cargo may attract the attention of zombies from all over the area.\n\nIf you successfully receive the cargo, you will receive [DECEA3]50 Experimental alloys.[-]","Fordern Sie den Erhalt einer mittelgroßen Kiste mit Ressourcen an.\nSeien Sie vorsichtig, das Abwerfen der Ladung könnte die Aufmerksamkeit von Zombies aus der ganzen Gegend auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]50 experimentelle Legierungen.[-]"
requestUltraLightAlloysBig,items,Request,,[DECEA3]Big case[-] Ultra light alloys,[DECEA3]Großes Gehäuse[-] Ultraleichte Legierungen
requestUltraLightAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Ultra light alloys.[-]","Fordern Sie eine große Kiste mit Ressourcen an.\nSeien Sie vorsichtig, das Abwerfen einer solchen Ladungsmenge wird die Aufmerksamkeit der Horde auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]100 Ultraleichtlegierungen.[-]"
requesUltraStrengthAlloysBig,items,Request,,[DECEA3]Big case[-] Ultra strength alloys,[DECEA3]Großes Gehäuse[-] Ultrafeste Legierungen
requesUltraStrengthAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Ultra strength alloys.[-]","Fordern Sie eine große Kiste mit Ressourcen an.\nSeien Sie vorsichtig, das Abwerfen einer solchen Ladungsmenge wird die Aufmerksamkeit der Horde auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]100 ultrafeste Legierungen.[-]"
requestExperimentalAlloysBig,items,Request,,[DECEA3]Big case[-] Experimental alloys,[DECEA3]Großer Fall[-] Experimentelle Legierungen
requestExperimentalAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Experimental alloys.[-]","Fordern Sie eine große Kiste mit Ressourcen an.\nSeien Sie vorsichtig, das Abwerfen einer solchen Ladungsmenge wird die Aufmerksamkeit der Horde auf sich ziehen.\n\nWenn Sie die Ladung erfolgreich erhalten, erhalten Sie [DECEA3]100 Experimentallegierungen.[-]"
radioStation,blocks,Workstation,,Radio Station,Radiosender
radioStationDesc,blocks,Workstation,,Traders in the exclusion zone cannot help with everything. Communication with the outside world will allow you to exchange rare resources and receive unique tasks.,Händler in der Sperrzone können nicht bei allem helfen. Durch die Kommunikation mit der Außenwelt können Sie seltene Ressourcen austauschen und einzigartige Aufgaben erhalten.
SignalSmokeFaint,blocks,QuestItems,,Faint smoke signal (Supplies),Schwaches Rauchsignal (Zubehör)
SignalSmokeFaintDesc,blocks,QuestItems,,"There is not much smoke, but you can see it from the plane. But be careful, it can attract unnecessary attention.\n\n[DECEA3]Support mission item. Must be placed only outside of any claim block.[-]","Es gibt nicht viel Rauch, aber man kann ihn vom Flugzeug aus sehen. Aber seien Sie vorsichtig, es kann unnötige Aufmerksamkeit erregen.\n\n[DECEA3]Unterstützen Sie den Missionsgegenstand. Seien Sie vorsichtig – Sie müssen das Rauchsignal platzieren, nachdem Sie die Mission am angegebenen Punkt aktiviert haben. Kann zur Gewinnung wertvoller Ressourcen zerlegt werden.[-]"
SignalSmokeMedium,blocks,QuestItems,,Medium smoke signal (Supplies),Mittleres Rauchsignal (Zubehör)
SignalSmokeMediumDesc,blocks,QuestItems,,"Medium smoke screen. But be careful, it will definitely attract zombies.\n\n[DECEA3]Support mission item. Must be placed only outside of any claim block.[-]","Mittlerer Rauchschutz. Aber seien Sie vorsichtig, es wird definitiv Zombies anlocken.\n\n[DECEA3]Unterstützen Sie den Missionsgegenstand. Seien Sie vorsichtig – Sie müssen das Rauchsignal platzieren, nachdem Sie die Mission am angegebenen Punkt aktiviert haben. Kann zur Gewinnung wertvoller Ressourcen zerlegt werden.[-]"
SignalSmokeStrong,blocks,QuestItems,,Strong smoke signal (Supplies),Starkes Rauchsignal (Zubehör)
SignalSmokeStrongDesc,blocks,QuestItems,,"A powerful smoke screen. But be careful, it will definitely attract the attention of the horde.\n\n[DECEA3]Support mission item. Must be placed only outside of any claim block.[-]","Eine mächtige Nebelwand. Aber seien Sie vorsichtig, es wird definitiv die Aufmerksamkeit der Horde auf sich ziehen.\n\n[DECEA3]Unterstützen Sie den Missionsgegenstand. Seien Sie vorsichtig – Sie müssen das Rauchsignal platzieren, nachdem Sie die Mission am angegebenen Punkt aktiviert haben. Kann zur Gewinnung wertvoller Ressourcen zerlegt werden.[-]"
