Key,Source,Context,Changes,English,Turkish
modReactorAmplifierImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the attack speed of the hammer by [DECEA3]50%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]","İyileştirme sayesinde, çekicin saldırı hızını [DECEA3]%50[-] artırır\n\n[DECEA3]Yalnızca reaktör çekicine takılır.[-]"
modReactorAmplifierUnique,item_modifiers,mod,,[FFB800]Unique[-] Reactor Amplifier Mod,[FFB800]Benzersiz[-] Reaktör Yükseltici Modu
modReactorAmplifierUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the hammer's attack speed by [DECEA3]100%[-], and also greatly increases the chance of knocking down and the knockback range.\n\n[DECEA3]Installed only in the reactor hammer.[-]","İyileştirme sayesinde, çekicin saldırı hızını [DECEA3]%100[-] artırır ve ayrıca yere düşürme şansını ve geri itme menzilini büyük ölçüde artırır.\n\n[DECEA3]Yalnızca reaktör çekicine takılır.[-]"
modHeavyTipImp,item_modifiers,mod,,[DECEA3]Improved[-] Heavy Tip Mod,[DECEA3]Geliştirilmiş[-] Ağır Uç Modu
modHeavyTipImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]100%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]","İyileştirme sayesinde, çekicin hasarını [DECEA3]%100[-] artırır\n\n[DECEA3]Yalnızca reaktör çekicine takılır.[-]"
modHeavyTipUnique,item_modifiers,mod,,[FFB800]Unique[-] Heavy Tip Mod,[FFB800]Benzersiz[-] Ağır Uç Modu
modHeavyTipUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]200%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]","İyileştirme sayesinde, çekicin hasarını [DECEA3]%200[-] artırır\n\n[DECEA3]Yalnızca reaktör çekicine takılır.[-]"
modHugeSupplyImp,item_modifiers,mod,,[DECEA3]Improved[-] Huge Supply Mod,[DECEA3]Geliştirilmiş[-] Büyük Tedarik Modu
modHugeSupplyImpDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]3[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]","İyileştirme sayesinde şarjör boyutunu [DECEA3]3[-] kat artırır, ancak aynı zamanda yeniden yükleme işlemini de çok daha uzun hale getirir.\n\n[DECEA3]Yalnızca geliştirilmiş otomatik kuleye takılır.[-]"
modHugeSupplyUnique,item_modifiers,mod,,[FFB800]Unique[-] Huge Supply Mod,[FFB800]Benzersiz[-] Devasa Tedarik Modu
modHugeSupplyUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]6[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]","İyileştirme sayesinde, şarjör boyutunu [DECEA3]6[-] kat artırır, ancak aynı zamanda yeniden yükleme sürecini de çok daha uzun hale getirir.\n\n[DECEA3]Yalnızca geliştirilmiş otomatik kuleye takılır.[-]"
modVehicleSuperChargerImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Super Charger Mod,[DECEA3]Geliştirilmiş[-] Araç Süper Şarj Modu
modVehicleSuperChargerImpDesc,item_modifiers,mod,,"Thanks to the improvement, the acceleration and maximum speed of the vehicle are increased by [DECEA3]30%[-]","İyileştirme sayesinde, aracın hızlanması ve maksimum hızı [DECEA3]%30[-] artırıldı"
modVehicleSuperChargerUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Super Charger Mod,[FFB800]Benzersiz[-] Araç Süper Şarj Cihazı Modu
modVehicleSuperChargerUniqueDesc,item_modifiers,mod,,A unique modification that allows you to increase the acceleration and maximum speed of the vehicle by [DECEA3]60%[-],Aracın hızlanmasını ve maksimum hızını [DECEA3]%60[-] artırmanıza olanak tanıyan benzersiz bir modifikasyon
modReactorAcceleratorExp,item_modifiers,mod,,[FF6666]Experimental[-] Reactor accelerator Mod,[FF6666]Deneysel[-] Reaktör Hızlandırıcı Modu
modReactorAcceleratorExpDesc,item_modifiers,mod,,"A portable reactor can not only power any network, but also significantly increase the power of any engine. Installing such a modification on an [DECEA3]gyrocopter[-] will increase its speed several times, but it also requires twice as much fuel.","Taşınabilir bir reaktör yalnızca herhangi bir ağa güç vermekle kalmaz, aynı zamanda herhangi bir motorun gücünü de önemli ölçüde artırır. Böyle bir modifikasyonun bir [DECEA3]jirokopter[-] üzerine kurulması, onun hızını birkaç kat artıracaktır, ancak aynı zamanda iki kat daha fazla yakıt gerektirir."
modVehicleFuelSaverImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Fuel Saver Mod,[DECEA3]Geliştirilmiş[-] Araç Yakıt Tasarruf Modu
modVehicleFuelSaverImpDesc,item_modifiers,mod,,Significantly reduces vehicle fuel consumption.,Araç yakıt tüketimini önemli ölçüde azaltır.
modVehicleReserveFuelTankImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Reserve Fuel Tank Mod,[DECEA3]Geliştirilmiş[-] Araç Yedek Yakıt Tankı Modu
modVehicleReserveFuelTankImpDesc,item_modifiers,mod,,Significantly increases the vehicle's fuel capacity,Aracın yakıt kapasitesini önemli ölçüde artırır
modVehicleFuelSystemUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Advanced Fuel System Mod,[FFB800]Benzersiz[-] Araç Gelişmiş Yakıt Sistemi Modu
modVehicleFuelSystemUniqueDesc,item_modifiers,mod,,"A unique modification that allows you to reduce fuel consumption by [DECEA3]80%[-], and also increases the fuel reserve by [DECEA3]200%[-]",Yakıt tüketimini [DECEA3]80%[-] oranında azaltmanıza olanak tanıyan ve ayrıca yakıt rezervini [DECEA3]200%[-] oranında artıran benzersiz bir modifikasyon
modVehiclePlowUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Plow Mod,[FFB800]Benzersiz[-] Araç Acımasız Pulluk Modu
modVehiclePlowUniqueDesc,item_modifiers,mod,,A heavy-duty plow for a [DECEA3]4x4 truck[-]. Hundreds of zombies have left their marks on it.\n\nReduces damage taken from objects hitting the front of the [DECEA3]4x4 truck[-]. Significantly increases damage to blocks and creatures.,[DECEA3]4x4 kamyon[-] için ağır hizmet tipi bir pulluk. Üzerinde yüzlerce zombi iz bıraktı.\n\n[DECEA3]4x4 kamyonun[-] ön kısmına çarpan nesnelerden alınan hasarı azaltır. Bloklara ve yaratıklara verilen hasarı önemli ölçüde artırır.
modVehicleArmorImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Armor Mod,[DECEA3]Geliştirilmiş[-] Araç Zırhı Modu
modVehicleArmorImpDesc,item_modifiers,mod,,"Thanks to the upgrade, it significantly reduces the damage received when objects hit the front of the vehicle and also increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].","Yükseltme sayesinde, nesneler aracın ön kısmına çarptığında alınan hasarı önemli ölçüde azaltır ve ayrıca bloklara ve yaratıklara verilen hasarı artırır.\n[DECEA3]motosiklet[-] veya [DECEA3]jirokopter[-] üzerine kurulur."
modVehicleArmorUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Armor Mod,[FFB800]Benzersiz[-] Araç Acımasız Zırh Modu
modVehicleArmorUniqueDesc,item_modifiers,mod,,A unique modification that significantly reduces damage received when objects hit the front of the vehicle and also significantly increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].,Nesneler aracın ön kısmına çarptığında alınan hasarı önemli ölçüde azaltan ve ayrıca bloklara ve yaratıklara verilen hasarı önemli ölçüde artıran benzersiz bir modifikasyon.\nBir [DECEA3]motosiklet[-] veya [DECEA3]jirokopter[-] üzerine kurulur.
buffJetPackReloadName,buffs,buff,,Recharging the jetpack,Jetpack'in şarj edilmesi
buffJetPackReloadTooltip,buffs,buff,,Your jetpack is on recharge,Jetpack'iniz şarj oluyor
buffJetPackReloadIncDesc,buffs,Buff,,"Your jetpack is recharging.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nWait until the recharge is complete before using it again.\n\n[DECEA3]Duration: {cvar(.JetPackReload:0)} seconds[-]","Jetpack'iniz şarj oluyor.\n[DECEA3]Kullanışlı Atlama[-] yeteneği aktif: Parkur beceri bonusu ilk atlama için geçerli değildir, ancak [DECEA3]1,2[-] saniye içindeki sonraki atlama bonusun tamamını alacaktır.\nTekrar kullanmadan önce şarj işleminin tamamlanmasını bekleyin.\n\n[DECEA3]Süre: {cvar(.JetPackReload:0)} saniye[-]"
buffJetPackNormalName,buffs,buff,,JetPack [DECEA3]OFF[-],JetPack [DECEA3]KAPALI[-]
buffJetPackNormalTooltip,buffs,buff,,Your jetpack is disabled,Jetpack'iniz devre dışı
buffJetPackNormalIncDesc,buffs,Buff,,"Your jetpack is disabled.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nYou must activate it to use jump boosts.\n\nIn this mode, stamina consumption when jumping is reduced by [DECEA3]30%[-]","Jetpack'iniz devre dışı.\n[DECEA3]Kullanışlı Atlama[-] yeteneği aktif: Parkur beceri bonusu ilk atlama için geçerli değildir, ancak [DECEA3]1,2[-] saniye içindeki sonraki atlama bonusun tamamını alacaktır.\nAtlama takviyelerini kullanmak için onu etkinleştirmeniz gerekir.\n\nBu modda, atlama sırasındaki dayanıklılık tüketimi [DECEA3]%30[-] azaltılır"
buffJetPackBoostName,buffs,buff,,JetPack [DECEA3]ON[-],JetPack [DECEA3]AÇIK[-]
buffJetPackBoostTooltip,buffs,buff,,Your jetpack is active,Jetpack'iniz aktif
buffJetPackBoostIncDesc,buffs,Buff,,"Your jetpack is active. Your next jump will be boosted by [DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]After a boosted jump, your jetpack will go on recharge. Be careful not to break your legs.[-]","Jetpack'iniz aktif. Bir sonraki atlamanız [DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]Hızlandırılmış bir atlamanın ardından, jetpack'iniz yeniden şarj olmaya başlayacak. Bacaklarınızı kırmamaya dikkat edin.[-]"
buffMotorBoosterName,buffs,buff,,Tool Booster,Araç Güçlendirici
buffMotorBoosterTooltip,buffs,buff,,tool boost mode active,takım güçlendirme modu etkin
buffMotorBoosterIncDesc,buffs,Buff,,"Active mode [DECEA3]doubles work speed[-]\nAt the same time, the tool's breakage rate is increased by [DECEA3]100%[-].","Aktif mod [DECEA3]çalışma hızını iki katına çıkarır[-]\nAynı zamanda, aletin kırılma oranı [DECEA3]%100[-] kadar artar."
buffGunBooster1Name,buffs,buff,,[FF6666]Experimental[-] Gun Booster,[FF6666]Deneysel[-] Silah Takviyesi
buffGunBooster1Tooltip,buffs,buff,,gun boost mode active,silah güçlendirme modu etkin
buffGunBooster1Desc,buffs,Buff,,"Active mode increases the rate of fire by [DECEA3]50%[-]\nAt the same time, the rate of weapon breakdown is significantly increased","Aktif mod, ateş oranını [DECEA3]%50[-] arttırır\nAynı zamanda, silah arıza oranı da önemli ölçüde artar"
buffGunBooster2Name,buffs,buff,,[FFB800]Unique[-] Gun Booster,[FFB800]Benzersiz[-] Silah Takviyesi
buffGunBooster2Tooltip,buffs,buff,,gun boost mode active,silah güçlendirme modu etkin
buffGunBooster2Desc,buffs,Buff,,"Active mode [DECEA3]doubles the rate of fire[-]\nAt the same time, the weapon's breakdown rate is significantly increased",Aktif mod [DECEA3]ateş hızını iki katına çıkarır[-]\nAynı zamanda silahın arıza oranı da önemli ölçüde artar
buffGunDAc1Name,buffs,buff,,[FF6666]Experimental[-] Damage Accumulator - Charging,[FF6666]Deneysel[-] Hasar Biriktiricisi - Şarj Etme
buffGunDAc1Tooltip,buffs,buff,,Charging the damage accumulator,Hasar akümülatörünün şarj edilmesi
buffGunDAc1Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]5[-] is accumulated, subsequent shots have a [DECEA3]50%[-] chance to deal increased damage.","Aktif mod, bir düşmana hasar verirken yükleri biriktirir\n[DECEA3]5[-] toplandığında, sonraki atışların artırılmış hasar vermek için [DECEA3]%50[-] şansı vardır."
buffGunDAcShot1Name,buffs,buff,,[FF6666]Experimental[-] Damage Accumulator - Active,[FF6666]Deneysel[-] Hasar Biriktirici - Aktif
buffGunDAcShot1Tooltip,buffs,buff,,damage accumulator active,hasar biriktirici aktif
buffGunDAcShot1Desc,buffs,Buff,,The following shots have a [DECEA3]50%[-] chance to deal [DECEA3]200%[-] damage.,"Aşağıdaki atışların, [DECEA3]%200[-] hasar verme şansı [DECEA3]%50[-]'dir."
buffGunDAc2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Charging,[FFB800]Benzersiz[-] Hasar Biriktirici - Şarj Etme
buffGunDAc2Tooltip,buffs,buff,,Charging the damage accumulator,Hasar akümülatörünün şarj edilmesi
buffGunDAc2Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]3[-] is accumulated, subsequent shots have a [DECEA3]50%[-] chance to deal increased damage.","Aktif mod, bir düşmana hasar verirken yükleri biriktirir\n[DECEA3]3[-] toplandığında, sonraki atışların artırılmış hasar vermek için [DECEA3]%50[-] şansı vardır."
buffGunDAcShot2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Active,[FFB800]Benzersiz[-] Hasar Biriktirici - Aktif
buffGunDAcShot2Tooltip,buffs,buff,,damage accumulator active,hasar biriktirici aktif
buffGunDAcShot2Desc,buffs,Buff,,The following shots have a [DECEA3]50%[-] chance to deal [DECEA3]400%[-] damage.,"Aşağıdaki atışların, [DECEA3]%400[-] hasar verme şansı [DECEA3]%50[-]'dir."
buffLSSset,buffs,buff,,LSS-1,LSS-1
buffLSSsetName,buffs,buff,,Life support system,Yaşam destek sistemi
buffLSSsetTooltip,buffs,buff,,Life support system active,Yaşam destek sistemi aktif
buffLSSsetIncDesc,buffs,Buff,,"Active Life Support increases your core stats: Health, Stamina, Food and Water by [DECEA3]50[-]. You cannot be paralyzed.","Aktif Yaşam Desteği temel istatistiklerinizi [DECEA3]50[-] artırır: Sağlık, Dayanıklılık, Yiyecek ve Su"
armorModsT5,progression,Attribute,,Advanced modifications,Gelişmiş değişiklikler

===
=== Z_RareItems ===
===


buffRareRobinhoodName,buffs,buff,,Robin Hood,Robin Hood
buffRareRobinhood1Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]50%[-] and damage is increased by [DECEA3]25%[-].,"Nadir bir silahın aktif bonusundan faydalanırsınız. Yeniden yükleme hızı [DECEA3]%50[-] artırılır ve hasar, [DECEA3]%25[-] artırılır."
buffRareRobinhood2Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]100%[-] and damage is increased by [DECEA3]50%[-].,"Nadir bir silahın aktif bonusundan faydalanırsınız. Yeniden yükleme hızı [DECEA3]%100[-] artırılır ve hasar, [DECEA3]%50[-] artırılır."
buffRareRobinhood3Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]200%[-] and damage is increased by [DECEA3]100%[-].,Nadir bir silahın aktif bonusundan faydalanırsınız. Yeniden yükleme hızı [DECEA3]%200[-] arttırılır ve hasar [DECEA3]%100[-] arttırılır.
rareSniperRifleBundle,items,item,,[FAFF63]Rare[-] Sniper Rifle,[FAFF63]Nadir[-] Keskin Nişancı Tüfeği
rareSniperRifleBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Sniper Rifle (tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] Keskin Nişancı Tüfeği (seviye 6) içerir."
rareAutoShotgunBundle,items,item,,[FAFF63]Rare[-] Auto Shotgun,[FAFF63]Nadir[-] Otomatik Av Tüfeği
rareAutoShotgunBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Auto Shotgun (tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] Otomatik Pompalı Tüfek (seviye 6) içerir."
rareM60Bundle,items,item,,[FAFF63]Rare[-] M60 Machine Gun,[FAFF63]Nadir[-] M60 Makineli Tüfek
rareM60BundleDesc,items,item,,Contains a random [FAFF63]rare[-] M60 Machine Gun (Tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] M60 Makineli Tüfek (Kademe 6) içerir."
rareSMG5Bundle,items,item,,[FAFF63]Rare[-] SMG-5,[FAFF63]Nadir[-] SMG-5
rareSMG5BundleDesc,items,item,,Contains a random [FAFF63]rare[-] SMG-5 (Tier 6) with a random property.,Rastgele bir özelliğe sahip rastgele bir [FAFF63]nadir[-] SMG-5 (Seviye 6) içerir.
rareDesertVultureBundle,items,item,,[FAFF63]Rare[-] .44 Desert Vulture,[FAFF63]Nadir[-] .44 Çöl Akbabası
rareDesertVultureBundleDesc,items,item,,Contains a random [FAFF63]rare[-] .44 Desert Vulture (Tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] 0,44 Çöl Akbabası (Seviye 6) içerir."
rareArcheryBundle,items,item,,[FAFF63]Rare[-] Bow or crossbow,[FAFF63]Nadir[-] Yay veya tatar yayı
rareArcheryBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Bow or crossbow (Tier 6) with a random property.,Rastgele bir özelliğe sahip rastgele bir [FAFF63]nadir[-] Yay veya tatar yayı (Seviye 6) içerir.
rareSpearT3Bundle,items,item,,[FAFF63]Rare[-] Steel Spear,[FAFF63]Nadir[-] Çelik Mızrak
rareSpearT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Spear (tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] Çelik Mızrak (seviye 6) içerir."
rareClubT3Bundle,items,item,,[FAFF63]Rare[-] Steel Club,[FAFF63]Nadir[-] Çelik Sopa
rareClubT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Club (tier 6) with a random property.,Rastgele bir özelliğe sahip rastgele bir [FAFF63]nadir[-] Çelik Sopa (seviye 6) içerir.
rareSledgehammerT3Bundle,items,item,,[FAFF63]Rare[-] Steel Sledgehammer,[FAFF63]Nadir[-] Çelik Balyoz
rareSledgehammerT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Sledgehammer (tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] Çelik Balyoz (seviye 6) içerir."
rareKnucklesT3Bundle,items,item,,[FAFF63]Rare[-] Steel Knuckles,[FAFF63]Nadir[-] Çelik Eklemler
rareKnucklesT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Knuckles (tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] Çelik Mafsal (seviye 6) içerir."
rareMacheteT3Bundle,items,item,,[FAFF63]Rare[-] Machete,[FAFF63]Nadir[-] Pala
rareMacheteT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Machete (tier 6) with a random property.,Rastgele bir özelliğe sahip rastgele bir [FAFF63]nadir[-] Pala (seviye 6) içerir.
rareStunBatonT3Bundle,items,item,,[FAFF63]Rare[-] Stun Baton,[FAFF63]Nadir[-] Sersemletme Sopası
rareStunBatonT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Stun Baton (tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] Sersemletme Batonu (seviye 6) içerir."
rareAugerBundle,items,item,,[FAFF63]Rare[-] Auger,[FAFF63]Nadir[-] Burgu
rareAugerBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Auger (tier 6) with a random property.,Rastgele bir özelliğe sahip rastgele bir [FAFF63]nadir[-] Burgu (seviye 6) içerir.
rareChainsawBundle,items,item,,[FAFF63]Rare[-] Chainsaw,[FAFF63]Nadir[-] Testere
rareChainsawBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Chainsaw (tier 6) with a random property.,"Rastgele bir özelliğe sahip, rastgele bir [FAFF63]nadir[-] Elektrikli Testere (seviye 6) içerir."

===== RANGE WEAPON =====

gunRifleT0PipeRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Crusher[-],[FAFF63]Nadir[-] Borulu Tüfek [DECEA3]- Kırıcı[-]
gunRifleT0PipeRifleRareCrusherDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"7,62 mm cephane ateşleyen ev yapımı bir tüfek.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Ezici»[-]\nSilah hasarı arttı.\n\nKısa Demir Boru ile onarım.\nHurdadan Demire."
gunRifleT0PipeRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Knockdown[-],[FAFF63]Nadir[-] Borulu Tüfek [DECEA3]- Devrilme[-]
gunRifleT0PipeRifleRareKnockdownDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Knockdown»[-]\nHitting an enemy knocks them down.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"7,62 mm cephane ateşleyen ev yapımı bir tüfek.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Yıkma»[-]\nBir düşmanı vurmak onu yere serer.\n\nKısa Demir Boruyla onarın.\nHurdadan Demire."
gunRifleT0PipeRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Fast hands[-],[FAFF63]Nadir[-] Borulu Tüfek [DECEA3]- Hızlı eller[-]
gunRifleT0PipeRifleRareFasthandsDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"7,62 mm cephane ateşleyen ev yapımı bir tüfek.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Hızlı eller»[-]\nYeniden yükleme hızı [DECEA3]2[-] kat artırıldı.\n\nKısa Demir Boru ile onarın.\nHurdadan Demire."
gunRifleT1HuntingRifleRareExperienced,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Experienced[-],[FAFF63]Nadir[-] Av Tüfeği [DECEA3]- Tecrübeli[-]
gunRifleT1HuntingRifleRareExperiencedDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Bu sıradan çiftçinin av tüfeği, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Deneyimli»[-]\nBu silahla öldürmelerden kazanılan deneyim, [DECEA3]%15[-] artırıldı.\n\nBir Tamir Takımı ile onarım.\nTüfek parçalarını hurdaya ayırın."
gunRifleT1HuntingRifleRareApple,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Apple[-],[FAFF63]Nadir[-] Av Tüfeği [DECEA3]- Elma[-]
gunRifleT1HuntingRifleRareAppleDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Apple»[-]\nHeadshot damage increased by [DECEA3]100%[-].\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Bu sıradan çiftçi av tüfeği, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Apple»[-]\nKafadan vuruş hasarı [DECEA3]%100[-] artırıldı.\n\nTamir Kiti ile onarım.\nTüfek parçalarını hurdaya çıkarın."
gunRifleT1HuntingRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Fast hands[-],[FAFF63]Nadir[-] Av Tüfeği [DECEA3]- Hızlı eller[-]
gunRifleT1HuntingRifleRareFasthandsDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Bu sıradan çiftçi av tüfeği, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Hızlı eller»[-]\nYeniden yükleme hızı [DECEA3]2[-] kat artırıldı.\n\nBir Tamir Kiti ile onarın.\nTüfek parçalarını hurdaya ayırın."
gunRifleT2LeverActionRifleRareUniversal,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Universal[-],[FAFF63]Nadir[-] Kaldıraçlı Tüfek [DECEA3]- Evrensel[-]
gunRifleT2LeverActionRifleRareUniversalDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the magazine size have been increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Bu sıradan çiftçi av tüfeği 7,62 mm cephane kullanır.\n\nNadir özelliğe sahiptir [FAFF63]«Evrensel»[-]\nYüklü modifikasyonların sayısı ve şarjör boyutu artırıldı.\n\nTamir Kiti ile onarım.\nTüfek parçalarını hurdaya çıkarın."
gunRifleT2LeverActionRifleRareVampire,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Vampire[-],[FAFF63]Nadir[-] Kaldıraçlı Tüfek [DECEA3]- Vampir[-]
gunRifleT2LeverActionRifleRareVampireDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Vampire»[-]\nWhen you kill an enemy, you restore [DECEA3]3[-] health.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Bu sıradan çiftçi av tüfeği, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Vampir»[-]\nBir düşmanı öldürdüğünüzde, [DECEA3]3[-] sağlığı yenilersiniz.\n\nBir Tamir Kiti ile onarın.\nTüfek parçalarını hurdaya ayırın."
gunRifleT2LeverActionRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Unkillable[-],[FAFF63]Nadir[-] Kaldıraçlı Tüfek [DECEA3]- Öldürülemez[-]
gunRifleT2LeverActionRifleRareUnkillableDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Bu sıradan çiftçi av tüfeği, 7,62 mm'lik cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Öldürülemez»[-]\nBu silah kullanıldığında neredeyse yok edilemez.\n\nTamir Kitiyle onarın.\nTüfek parçalarını hurdaya çıkarın."
gunRifleT3SniperRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Crusher[-],[FAFF63]Nadir[-] Keskin Nişancı Tüfeği [DECEA3]- Kırıcı[-]
