Key,Source,Context,Changes,English,Tchinese
perkClumsyRank3LongDesc,progression,Skills,,People say you're all thumbs. Item creation speed is reduced by [DECEA3]25%[-]. The number of mutation samples harvested is reduced by [DECEA3]40%[-].\n\n[FFB800]Remaining: {cvar(.CounterClumsy3:0)}[-],人們說你都是大拇指。物品創建速度降低 [DECEA3]25%[-]。收穫的突變樣本數量減少[DECEA3]40%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterClumsy3:0)}[-]
perkPacifistName,progression,perk,,Pacifist,和平主義者
perkPacifistDesc,progression,perk,,[FFB800]Each hit[-] received from a zombie reduces the counter by [DECEA3]1[-],[FFB800]從殭屍收到的每擊[-]都會使計數器減少[DECEA3]1[-]
perkPacifistRank1LongDesc,progression,Skills,,"You don't want to kill anyone, not even zombies. Stress resistance recovery on kill is halved. All damage dealt is reduced by [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.CounterPacifist1:0)}[-]",你不想殺死任何人，甚至殭屍。擊殺後壓力抗性恢復減半。所有造成的傷害都減少 [DECEA3]10%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterPacifist1:0)}[-]
perkPacifistRank2LongDesc,progression,Skills,,"You refuse to kill, even zombies. Stress resistance is not restored when killing. All damage dealt is reduced by [DECEA3]20%[-].\n\n[FFB800]Remaining: {cvar(.CounterPacifist2:0)}[-]",你拒絕殺戮，甚至是殭屍。擊殺時不會恢復抗壓能力。所有造成的傷害都減少 [DECEA3]20%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterPacifist2:0)}[-]
perkPacifistRank3LongDesc,progression,Skills,,Killing causes you stress. Stress resistance decreases when killing. All damage dealt is reduced by [DECEA3]30%[-].\n\n[FFB800]Remaining: {cvar(.CounterPacifist3:0)}[-],殺戮會帶給你壓力。殺戮時抗應激能力下降。所有造成的傷害都減少 [DECEA3]30%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterPacifist3:0)}[-]
perkFearDarkName,progression,perk,,Fear of the Dark,對黑暗的恐懼
perkFearDarkDesc,progression,perk,,"[FFB800]Every second[-] during the night, the counter decreases by [DECEA3]1[-]. If you have an additional light source, it decreases by another [DECEA3]1[-].",[FFB800]夜間，每秒[-]，計數器都會減少[DECEA3]1[-]。如果您有額外的光源，則它會減少另一個 [DECEA3]1[-]。
perkFearDarkRank1LongDesc,progression,Skills,,"You have a mild fear of the dark. At night, your mobility is reduced by [DECEA3]5%[-]. Without an additional light source, weapon spread is increased by [DECEA3]10%[-] and stress resistance consumption is increased by [DECEA3]10%[-]. Additional light sources include any flashlight, night vision, or holding a torch at night.\n\n[FFB800]Remaining: {cvar(.TimerFearDark1:0)}[-]",你對黑暗有輕微的恐懼。晚上，你的行動力會降低 [DECEA3]5%[-]。在沒有額外光源的情況下，武器擴散增加[DECEA3]10%[-]，抗壓消耗增加[DECEA3]10%[-]。其他光源包括手電筒、夜視儀或夜間手持手電筒。 \n\n[FFB800]剩餘：{cvar(.TimerFearDark1:0)}[-]
perkFearDarkRank2LongDesc,progression,Skills,,"You are afraid of the dark. At night, your mobility is reduced by [DECEA3]10%[-]. Without an additional light source, weapon spread is increased by [DECEA3]25%[-] and stress resistance consumption is increased by [DECEA3]25%[-]. Additional sources include using any flashlight, night vision, or holding a torch at night.\n\n[FFB800]Remaining: {cvar(.TimerFearDark2:0)}[-]",你害怕黑暗。晚上，你的行動力會降低 [DECEA3]10%[-]。在沒有額外光源的情況下，武器擴散增加[DECEA3]25%[-]，抗壓消耗增加[DECEA3]25%[-]。其他來源包括使用手電筒、夜視儀或在夜間手持手電筒。 \n\n[FFB800]剩餘：{cvar(.TimerFearDark2:0)}[-]
perkFearDarkRank3LongDesc,progression,Skills,,"You are very afraid of the dark. At night, your mobility is reduced by [DECEA3]15%[-]. Without an additional light source, weapon spread is increased by [DECEA3]50%[-] and stress resistance consumption is increased by [DECEA3]50%[-]. Additional sources include using any flashlight, night vision, or holding a torch at night.\n\n[FFB800]Remaining: {cvar(.TimerFearDark3:0)}[-]",你非常害怕黑暗。晚上，你的行動力會降低 [DECEA3]15%[-]。在沒有額外光源的情況下，武器擴散增加[DECEA3]50%[-]，抗壓消耗增加[DECEA3]50%[-]。其他來源包括使用手電筒、夜視儀或在夜間拿著手電筒。 \n\n[FFB800]剩餘：{cvar(.TimerFearDark3:0)}[-]
perkFearAnimalsName,progression,perk,,Fear of Animals,對動物的恐懼
perkFearAnimalsDesc,progression,perk,,"[FFB800]Killing[-] non-aggressive animals reduces the counter by [DECEA3]1[-], and aggressive animals by [DECEA3]2[-]. The additional bonus for killing wolves, coyotes and cougars is [DECEA3]1[-], and for bears it is [DECEA3]2[-]",[FFB800]殺死[-]非攻擊性動物會使計數器減少[DECEA3]1[-]，攻擊性動物會減少[DECEA3]2[-]。殺死狼、郊狼和美洲獅的額外獎勵是 [DECEA3]1[-]，殺死熊的額外獎勵是 [DECEA3]2[-]
perkFearAnimalsRank1LongDesc,progression,Skills,,"You are afraid of animals. When you take damage from animals, you lose [DECEA3]20%[-] more stress resistance. Damage to all animals is reduced by [DECEA3]5%[-]. The amount of resources obtained from butchering animal carcasses has been reduced by [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.CounterFearAnimals1:0)}[-]",你害怕動物。當你受到動物傷害時，你會失去 [DECEA3]20%[-] 的抗壓性。對所有動物的傷害減少 [DECEA3]5%[-]。屠宰動物屍體所獲得的資源量減少了[DECEA3]10%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterFearAnimals1:0)}[-]
perkFearAnimalsRank2LongDesc,progression,Skills,,"You are very afraid of animals. When you take damage from animals, you lose [DECEA3]50%[-] more stress resistance. Damage to all animals is reduced by [DECEA3]15%[-]. The amount of resources obtained from butchering animal carcasses has been reduced by [DECEA3]25%[-].\n\n[FFB800]Remaining: {cvar(.CounterFearAnimals2:0)}[-]",你非常害怕動物。當你受到動物傷害時，你會失去 [DECEA3]50%[-] 的抗壓性。對所有動物的傷害減少[DECEA3]15%[-]。屠宰動物屍體所獲得的資源量減少了[DECEA3]25%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterFearAnimals2:0)}[-]
perkFearAnimalsRank3LongDesc,progression,Skills,,"You are deathly afraid of animals. When you take damage from animals, you lose [DECEA3]100%[-] more stress resistance. Damage to all animals is reduced by [DECEA3]25%[-]. The amount of resources obtained from butchering animal carcasses has been reduced by [DECEA3]50%[-].\n\n[FFB800]Remaining: {cvar(.CounterFearAnimals3:0)}[-]",你對動物非常害怕。當你受到動物傷害時，你會失去[DECEA3]100%[-]更多的抗壓性。對所有動物的傷害減少[DECEA3]25%[-]。屠宰動物屍體所獲得的資源量減少了[DECEA3]50%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterFearAnimals3:0)}[-]
perkFearZombieName,progression,perk,,Fear of Zombies,對殭屍的恐懼
perkFearZombieDesc,progression,perk,,[FFB800]Killing[-] any zombie reduces the counter by [DECEA3]1[-],[FFB800]殺死[-]任何殭屍會使計數器減少[DECEA3]1[-]
perkFearZombieRank1LongDesc,progression,Skills,,"You are afraid of zombies. When you take damage from zombies, you lose [DECEA3]20%[-] more stress resistance. Damage to zombies is reduced by [DECEA3]5%[-].\n\n[FFB800]Remaining: {cvar(.CounterFearZombie1:0)}[-]",你害怕殭屍。當你受到殭屍傷害時，你會失去 [DECEA3]20%[-] 的抗壓性。對殭屍的傷害減少 [DECEA3]5%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterFearZombie1:0)}[-]
perkFearZombieRank2LongDesc,progression,Skills,,"You are very afraid of zombies. When you take damage from zombies, you lose [DECEA3]50%[-] more stress resistance. Damage to zombies is reduced by [DECEA3]15%[-].\n\n[FFB800]Remaining: {cvar(.CounterFearZombie2:0)}[-]",你非常害怕殭屍。當你受到殭屍傷害時，你會失去 [DECEA3]50%[-] 的抗壓性。對殭屍的傷害減少 [DECEA3]15%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterFearZombie2:0)}[-]
perkFearZombieRank3LongDesc,progression,Skills,,"You are deathly afraid of zombies. When you take damage from zombies, you lose [DECEA3]100%[-] more stress resistance. Damage to zombies is reduced by [DECEA3]25%[-].\n\n[FFB800]Remaining: {cvar(.CounterFearZombie3:0)}[-]",你非常害怕殭屍。當你受到殭屍的傷害時，你會失去 [DECEA3]100%[-] 的抗壓性。對殭屍的傷害減少 [DECEA3]25%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterFearZombie3:0)}[-]
perkFearFireName,progression,perk,,Fear of Fire,對火災的恐懼
perkFearFireDesc,progression,perk,,"[FFB800]Every second[-] when in the burnt biome, near a campfire, holding a torch, or having a burning effect from bosses, the counter decreases by [DECEA3]1[-]. At [DECEA3]6[-] while under the burning effect. [FFB800]Every hit taken[-] from the Devourer, its minions, or Spark decreases the counter by [DECEA3]10[-]",[FFB800]每秒[-]，當在燃燒的生物群落中、靠近篝火、拿著火把或受到 Boss 的燃燒效果時，計數器會減少 [DECEA3]1[-]。在[DECEA3]6[-]處，同時處於燃燒效果下。 [FFB800]吞噬者、它的小兵或火花的每一次攻擊[-]都會使計數器減少[DECEA3]10[-]
perkFearFireRank1LongDesc,progression,Skills,,You are mildly afraid of fire. Damage from fire is increased by [DECEA3]10%[-]. Fire resistance is reduced by [DECEA3]5%[-]\n\n[FFB800]Remaining: {cvar(.TimerFearFire1:0)}[-],你有點怕火。火焰傷害增加 [DECEA3]10%[-]。耐火性降低 [DECEA3]5%[-]\n\n[FFB800]剩餘：{cvar(.TimerFearFire1:0)}[-]
perkFearFireRank2LongDesc,progression,Skills,,You are afraid of fire. Damage from fire is increased by [DECEA3]20%[-]. Fire resistance is reduced by [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.TimerFearFire2:0)}[-],你害怕火。火焰傷害增加 [DECEA3]20%[-]。耐火性降低 [DECEA3]10%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerFearFire2:0)}[-]
perkFearFireRank3LongDesc,progression,Skills,,You are very afraid of fire. Damage from fire is increased by [DECEA3]30%[-]. Fire resistance is reduced by [DECEA3]15%[-].\n\n[FFB800]Remaining: {cvar(.TimerFearFire3:0)}[-],你非常怕火。火焰傷害增加 [DECEA3]30%[-]。耐火性降低 [DECEA3]15%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerFearFire3:0)}[-]
perkFearPainName,progression,perk,,Fear of Pain,害怕疼痛
perkFearPainDesc,progression,perk,,"[FFB800]Every second[-] the counter decreases by [DECEA3]1[-] unit when you are affected by the effect of a treated fracture or wound [DECEA3](injuries do NOT stack)[-], by [DECEA3]2[-] when you are affected by a sprain or open wound [DECEA3](injuries stack)[-], by [DECEA3]3[-] when you have an open fracture of a limb [DECEA3](injuries stack)[-]. Additionally by [DECEA3]1[-] unit under the effect of steroids during an open fracture or dislocation.",[FFB800]每秒[-]，當您受到治療的骨折或傷口影響時，計數器減少[DECEA3]1[-]單位[DECEA3]（傷害不疊加）[-]，當您受到扭傷或開放性傷口影響時，計數器減少[DECEA3]2[-]，[DECEA3]（當您有疊加性骨折，DECEA3] [DECEA3]（傷害疊加）[-]。另外，在開放性骨折或脫位過程中，在類固醇的作用下，[DECEA3]1[-] 單位也會受到影響。
perkFearPainRank1LongDesc,progression,Skills,,"You have a mild fear of pain. While any limb injury effect is active, all damage taken is increased by [DECEA3]10%[-]. Injury recovery speed is reduced by [DECEA3]10%[-]. While the [DECEA3]Terrible Wounds[-] effect is active, damage taken is increased by [DECEA3]50%[-].\n\n[FFB800]Remaining: {cvar(.TimerFearPain1:0)}[-]",您對疼痛有輕微的恐懼。當任何肢體傷害效果啟動時，受到的所有傷害都會增加 [DECEA3]10%[-]。傷害恢復速度降低[DECEA3]10%[-]。當[DECEA3]可怕的傷口[-]效果啟動時，受到的傷害增加[DECEA3]50%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerFearPain1:0)}[-]
perkFearPainRank2LongDesc,progression,Skills,,"You have a moderate fear of pain. While any limb injury effect is active, all damage taken is increased by [DECEA3]25%[-]. Injury recovery speed is reduced by [DECEA3]25%[-]. While the [DECEA3]Terrible Wounds[-] effect is active, damage taken is increased by [DECEA3]100%[-].\n\n[FFB800]Remaining: {cvar(.TimerFearPain2:0)}[-]",您對疼痛有一定程度的恐懼。當任何肢體傷害效果啟動時，受到的所有傷害都會增加 [DECEA3]25%[-]。傷害恢復速度降低[DECEA3]25%[-]。當[DECEA3]可怕的傷口[-]效果啟動時，受到的傷害增加[DECEA3]100%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerFearPain2:0)}[-]
perkFearPainRank3LongDesc,progression,Skills,,"You have a panic fear of pain. While any limb injury effect is active, all damage taken is increased by [DECEA3]50%[-]. Injury recovery speed is reduced by [DECEA3]50%[-]. While the [DECEA3]Terrible Wounds[-] effect is active, damage taken is increased by [DECEA3]200%[-].\n\n[FFB800]Remaining: {cvar(.TimerFearPain3:0)}[-]",你對疼痛有恐慌的恐懼。當任何肢體傷害效果啟動時，受到的所有傷害都會增加 [DECEA3]50%[-]。傷害恢復速度降低[DECEA3]50%[-]。當[DECEA3]可怕的傷口[-]效果啟動時，受到的傷害增加[DECEA3]200%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerFearPain3:0)}[-]
perkSocialPhobiaName,progression,perk,,Social Phobia,社交恐懼症
perkSocialPhobiaDesc,progression,perk,,"[FFB800]Every second[-] while you are in a group, the counter decreases by [DECEA3]1[-]",[FFB800]當你在群組中時，每秒[-]計數器就會減少[DECEA3]1[-]
perkSocialPhobiaRank1LongDesc,progression,Skills,,"You are mildly afraid of people. While in a group, experience gained is reduced by [DECEA3]5%[-], and stress resistance recovery is reduced by [DECEA3]5%[-].\n\n[FFB800]Remaining: {cvar(.TimerSocialPhobia1:0)}[-]",你有點怕人。組隊時，所獲得的經驗減少[DECEA3]5%[-]，抗壓恢復減少[DECEA3]5%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerSocialPhobia1:0)}[-]
perkSocialPhobiaRank2LongDesc,progression,Skills,,"You are afraid of people. While in a group, experience gained is reduced by [DECEA3]10%[-], and stress resistance recovery is reduced by [DECEA3]15%[-].\n\n[FFB800]Remaining: {cvar(.TimerSocialPhobia2:0)}[-]",你害怕人。組隊時，所獲得的經驗減少[DECEA3]10%[-]，抗壓恢復減少[DECEA3]15%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerSocialPhobia2:0)}[-]
perkSocialPhobiaRank3LongDesc,progression,Skills,,"You are very afraid of people. While in a group, experience gained is reduced by [DECEA3]20%[-], and stress resistance recovery is reduced by [DECEA3]30%[-].\n\n[FFB800]Remaining: {cvar(.TimerSocialPhobia3:0)}[-]",你很怕人。組隊時，所獲得的經驗減少[DECEA3]20%[-]，抗壓恢復減少[DECEA3]30%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerSocialPhobia3:0)}[-]
perkUnluckerName,progression,perk,,Unlucker,不幸者
perkUnluckerDesc,progression,perk,,[FFB800]Killing[-] any zombie reduces the counter by [DECEA3]1[-],[FFB800]殺死[-]任何殭屍會使計數器減少[DECEA3]1[-]
perkUnluckerRank1LongDesc,progression,Skills,,Luck has turned against you. The quality of loot received is reduced by [DECEA3]5%[-] and the chance of loot dropping from zombies is reduced by [DECEA3]5%[-].\n\n[FFB800]Remaining: {cvar(.CounterUnlucker1:0)}[-],運氣已經對你不利了。收到的戰利品品質降低 [DECEA3]5%[-]，殭屍掉落戰利品的幾率降低 [DECEA3]5%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterUnlucker1:0)}[-]
perkUnluckerRank2LongDesc,progression,Skills,,You are unlucky. The quality of loot received is reduced by [DECEA3]10%[-] and the chance of loot dropping from zombies is reduced by [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.CounterUnlucker2:0)}[-],你真不幸。收到的戰利品品質降低 [DECEA3]10%[-]，殭屍掉落戰利品的幾率降低 [DECEA3]10%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterUnlucker2:0)}[-]
perkUnluckerRank3LongDesc,progression,Skills,,You are basically unfamiliar with luck. The quality of loot received is reduced by [DECEA3]15%[-] and the chance of loot drop when killing zombies is reduced by [DECEA3]15%[-].\n\n[FFB800]Remaining: {cvar(.CounterUnlucker3:0)}[-],你基本上對運氣還很陌生。收到的戰利品品質降低[DECEA3]15%[-]，殺死殭屍時戰利品掉落幾率降低[DECEA3]15%[-]。 \n\n[FFB800]剩餘：{cvar(.CounterUnlucker3:0)}[-]
perkSlobName,progression,perk,,Slob,Slob
perkSlobDesc,progression,perk,,"[FFB800]Every second[-] while you are exposed to unhygienic effects, the counter decreases by [DECEA3]1, 2, 3[-] depending on whether the effect is weak, moderate, or severe. Additionally, it is reduced by [DECEA3]2[-] if the hygiene index is below 5%. It decreases by [DECEA3]10[-] when using regular wipes and by [DECEA3]20[-] when using wet wipes.","[FFB800]Every second[-] while you are exposed to unhygienic effects, the counter decreases by [DECEA3]1, 2, 3[-] depending on whether the effect is weak, moderate, or severe. Additionally, it is reduced by [DECEA3]2[-] if the hygiene index is below 5%. It decreases by [DECEA3]10[-] when using regular wipes and by [DECEA3]20[-] when using wet wipes."
perkSlobRank1LongDesc,progression,Skills,,You don't pay attention to hygiene. Hygiene depletion rate increased by [DECEA3]25%[-] and its regeneration decreased by [DECEA3]10%[-]\n\n[FFB800]Remaining: {cvar(.TimerSlob1:0)}[-],You don't pay attention to hygiene. Hygiene depletion rate increased by [DECEA3]25%[-] and its regeneration decreased by [DECEA3]10%[-]\n\n[FFB800]Remaining: {cvar(.TimerSlob1:0)}[-]
perkSlobRank2LongDesc,progression,Skills,,You're a slob. Hygiene depletion rate increased by [DECEA3]50%[-] and its regeneration decreased by [DECEA3]25%[-]\n\n[FFB800]Remaining: {cvar(.TimerSlob2:0)}[-],You're a slob. Hygiene depletion rate increased by [DECEA3]50%[-] and its regeneration decreased by [DECEA3]25%[-]\n\n[FFB800]Remaining: {cvar(.TimerSlob2:0)}[-]
perkSlobRank3LongDesc,progression,Skills,,"Hygiene is foreign to you. The rate of hygiene depletion has been increased by [DECEA3]2 times[-], and its recovery has been reduced by [DECEA3]50%[-]\n\n[FFB800]Remaining: {cvar(.TimerSlob3:0)}[-]","Hygiene is foreign to you. The rate of hygiene depletion has been increased by [DECEA3]2 times[-], and its recovery has been reduced by [DECEA3]50%[-]\n\n[FFB800]Remaining: {cvar(.TimerSlob3:0)}[-]"

=== POSITIVE PERKS ===

perkGeniusName,progression,perk,,Genius,天才
perkGeniusDesc,progression,perk,,"[FFB800]Reading[-] books, magazines, or recipes reduces the counter by [DECEA3]1[-].\n\n[FFB800]Block: {cvar(.blockGenius:0)}[-] [DECEA3]- Does not develop if you have Dementia.[-]",[FFB800]閱讀[-]書籍、雜誌或食譜會使計數器減少[DECEA3]1[-]。 \n\n[FFB800]阻止：{cvar(.blockGenius:0)}[-] [DECEA3]- 如果您患有失智症，則不會發展。 [-]
perkGeniusRank1LongDesc,progression,Skills,,You are a sharp thinker. All experience you gain is increased by [DECEA3]10%[-] Chance to gain an additional skill point when reading magazines increased by [DECEA3]5%[-].\n\n[FFB800]Remaining: {cvar(.BooksReadBetter0:0)}[-],你是個敏銳的思想家。你所獲得的所有經驗增加 [DECEA3]10%[-] 閱讀雜誌時獲得額外技能點的幾率增加 [DECEA3]5%[-]。 \n\n[FFB800]剩餘：{cvar(.BooksReadBetter0:0)}[-]
perkGeniusRank2LongDesc,progression,Skills,,You absorb information like a sponge. All experience you gain is increased by [DECEA3]20%[-]. Chance to gain an additional skill point when reading magazines increased by [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.BooksReadBetter1:0)}[-],你像海綿一樣吸收資訊。你所獲得的所有經驗都會增加[DECEA3]20%[-]。閱讀雜誌時獲得額外技能點的幾率增加 [DECEA3]10%[-]。 \n\n[FFB800]剩餘：{cvar(.BooksReadBetter1:0)}[-]
perkGeniusRank3LongDesc,progression,Skills,,You have a brilliant mind. All experience you gain is increased by [DECEA3]30%[-]. Chance to gain an additional skill point when reading magazines increased by [DECEA3]15%[-].\n\n[FFB800]Remaining: {cvar(.BooksReadBetter2:0)}[-],你有一個聰明的頭腦。你所獲得的所有經驗都會增加[DECEA3]30%[-]。閱讀雜誌時獲得額外技能點的幾率增加 [DECEA3]15%[-]。 \n\n[FFB800]剩餘：{cvar(.BooksReadBetter2:0)}[-]
perkAthleticBuildName,progression,perk,,Athletic build,運動型身材
perkAthleticBuildDesc,progression,perk,,"[FFB800]Every second[-] you decrease by [DECEA3]1[-] when running, by [DECEA3]4[-] during cardio training, by [DECEA3]2[-] during strength training. Also by [DECEA3]2[-] when jumping or attacking normally, and by [DECEA3]4[-] when power attacking with a weapon or tool.\n\n[FFB800]Block: {cvar(.blockAthleticBuild:0)}[-] [DECEA3]- Does not develop if you have Obesity or Brittle Bones.[-]",[FFB800]每秒[-]，跑步時您減少 [DECEA3]1[-]，有氧訓練期間減少 [DECEA3]4[-]，在肌力訓練期間減少 [DECEA3]2[-]。正常跳躍或攻擊時也會受到 [DECEA3]2[-] 影響，使用武器或工具進行強力攻擊時也會受到 [DECEA3]4[-] 影響。 \n\n[FFB800]格擋：{cvar(.blockAthleticBuild:0)}[-] [DECEA3]- 如果您肥胖或骨骼脆弱，則不會發育。 [-]
perkAthleticBuildRank1LongDesc,progression,Skills,,"You have a well-developed constitution. While not encumbered, your mobility is increased by [DECEA3]7.5%[-]. Your overall stamina is increased by [DECEA3]15%[-], as is your rate of regeneration while fatigued. Your stamina is increased by [DECEA3]10[-].\n\n[FFB800]Remaining: {cvar(.TimerAthleticBuild0:0)}[-]",你有一個發達的體質。在沒有受到阻礙的情況下，你的行動力會提高 [DECEA3]7.5%[-]。你的整體耐力提高了 [DECEA3]15%[-]，疲勞時的恢復速度也提高了。你的耐力增加 [DECEA3]10[-]。 \n\n[FFB800]剩餘：{cvar(.TimerAthleticBuild0:0)}[-]
perkAthleticBuildRank2LongDesc,progression,Skills,,"You have an excellently developed constitution. When not encumbered, your mobility is increased by [DECEA3]15%[-]. Your reserve strength is increased by [DECEA3]30%[-], as well as the speed at which it is restored when fatigued. Your stamina is increased by [DECEA3]25[-].\n\n[FFB800]Remaining: {cvar(.TimerAthleticBuild1:0)}[-]",你的體質非常發達。當沒有阻礙時，你的行動力會提高 [DECEA3]15%[-]。你的儲備力量增加[DECEA3]30%[-]，以及疲勞時恢復的速度。你的耐力增加 [DECEA3]25[-]。 \n\n[FFB800]剩餘：{cvar(.TimerAthleticBuild1:0)}[-]
perkAthleticBuildRank3LongDesc,progression,Skills,,"You have a perfect physique. When not encumbered, your mobility is increased by [DECEA3]25%[-]. Your reserve strength is increased by [DECEA3]50%[-], as well as the speed at which it is restored when fatigued. Your stamina is increased by [DECEA3]50[-].\n\n[FFB800]Remaining: {cvar(.TimerAthleticBuild2:0)}[-]",你擁有完美的體格。當沒有阻礙時，你的行動力會提高 [DECEA3]25%[-]。你的儲備力量增加[DECEA3]50%[-]，以及疲勞時恢復的速度。你的耐力增加 [DECEA3]50[-]。 \n\n[FFB800]剩餘：{cvar(.TimerAthleticBuild2:0)}[-]
perkBodybuilderName,progression,perk,,Bodybuilder,健美運動員
perkBodybuilderDesc,progression,perk,,"[FFB800]Every second[-] you decrease by [DECEA3]1[-] when you are overloaded, by [DECEA3]4[-] during strength training, by [DECEA3]2[-] during cardio training. Also by [DECEA3]2[-] during a normal attack, and by [DECEA3]5[-] during strength attacks with a weapon or tool.\n\n[FFB800]Block: {cvar(.blockBodybuilder:0)}[-] [DECEA3]- Does not develop if you have Dystrophy or are a Weakling.[-]",[FFB800]每秒[-]，當您超載時，您會減少 [DECEA3]1[-]，在肌力訓練期間，您會減少 [DECEA3]4[-]，在有氧訓練期間，您會減少 [DECEA3]2[-]。在普通攻擊期間也會受到[DECEA3]2[-]的影響，在使用武器或工具進行強力攻擊時也會受到[DECEA3]5[-]的影響。 \n\n[FFB800]阻止：{cvar(.blockBodybuilder:0)}[-] [DECEA3]-如果您患有營養不良或弱者，則不會發展。 [-]
perkBodybuilderRank1LongDesc,progression,Skills,,You have strong muscles. Your damage to blocks and melee enemies is increased by [DECEA3]10%[-]. You can carry [DECEA3]3[-] more items without consequences. Your overall health is increased by [DECEA3]10[-].\n\n[FFB800]Remaining: {cvar(.TimerBodybuilder0:0)}[-],你有強壯的肌肉。你對格擋和近戰敵人的傷害提高 [DECEA3]10%[-]。您可以攜帶 [DECEA3]3[-] 個以上物品而不會產生任何後果。您的整體生命值增加了 [DECEA3]10[-]。 \n\n[FFB800]剩餘：{cvar(.TimerBodybuilder0:0)}[-]
perkBodybuilderRank2LongDesc,progression,Skills,,You have huge muscles. Your damage to blocks and melee enemies is increased by [DECEA3]20%[-]. You can carry [DECEA3]6[-] more items without consequences. Your overall health is increased by [DECEA3]20[-].\n\n[FFB800]Remaining: {cvar(.TimerBodybuilder1:0)}[-],你有巨大的肌肉。你對格擋和近戰敵人的傷害提高 [DECEA3]20%[-]。您可以攜帶 [DECEA3]6[-] 個以上物品而不會產生任何後果。您的整體生命值增加了 [DECEA3]20[-]。 \n\n[FFB800]剩餘：{cvar(.TimerBodybuilder1:0)}[-]
perkBodybuilderRank3LongDesc,progression,Skills,,You are Mr. Olympia. Your damage to blocks and melee enemies is increased by [DECEA3]30%[-]. You can carry [DECEA3]9[-] more items without consequences. Your overall health is increased by [DECEA3]30[-].\n\n[FFB800]Remaining: {cvar(.TimerBodybuilder2:0)}[-],你是奧林匹亞先生。你對格擋和近戰敵人的傷害提高 [DECEA3]30%[-]。您可以攜帶 [DECEA3]9[-] 個以上物品而不會產生任何後果。您的整體生命值增加了 [DECEA3]30[-]。 \n\n[FFB800]剩餘：{cvar(.TimerBodybuilder2:0)}[-]
perkCourageName,progression,perk,,Courage,勇氣
perkCourageDesc,progression,perk,,[FFB800]Every second[-] you decrease the counter by [DECEA3]1[-] if there are more than 7 zombies around you. The counter decreases [DECEA3]4 times[-] faster if you haven't taken damage for [DECEA3]15[-] seconds.\n\n[FFB800]Block: {cvar(.blockCourage:0)}[-] [DECEA3]- Does not develop if you have Alarmism.[-],[FFB800]如果你周圍有超過 7 隻殭屍，每秒[-]你就會減少計數器 [DECEA3]1[-]。如果你在 [DECEA3]15[-] 秒內沒有受到傷害，計數器減少 [DECEA3]4 倍 [-] 的速度會更快。 \n\n[FFB800]阻止：{cvar(.blockCourage:0)}[-] [DECEA3]- 如果你有警報，則不會發展。 [-]
perkCourageRank1LongDesc,progression,Skills,,"You don't panic when surrounded by zombies. Stress resistance consumption when surrounded by zombies is reduced by [DECEA3]10%[-]. Damage dealt to zombies increases depending on the number of zombies around you. If there are less than 4 zombies around you, damage is increased by [DECEA3]5%[-]. If there are between 4 and 10 zombies, damage is increased by [DECEA3]7.5%[-]. If there are more than 10 zombies, damage is increased by [DECEA3]10%[-].\n\n[FFB800]Remaining: {cvar(.TimerCourage0:0)}[-]",當你被殭屍包圍時，你不會驚慌。被殭屍包圍時的抗壓消耗減少[DECEA3]10%[-]。對殭屍造成的傷害會根據你周圍殭屍的數量而增加。如果你周圍的殭屍數量少於 4 個，則傷害增加 [DECEA3]5%[-]。如果殭屍數量在 4 到 10 之間，則傷害增加 [DECEA3]7.5%[-]。如果殭屍數量超過 10 個，傷害增加 [DECEA3]10%[-]。 \n\n[FFB800]剩餘：{cvar(.TimerCourage0:0)}[-]
