Key,Source,Context,Changes,English,Schinese
modGunBipodImp,item_modifiers,mod,,[DECEA3]Improved[-] Bipod Mod,[DECEA3]改进型[-]两脚架模组
modGunBipodImpDesc,item_modifiers,mod,,"Thanks to the improvement, it significantly increases weapon accuracy and controllability when aiming.",由于这一改进，它显着提高了武器瞄准时的精度和可控性。
modGunBipodUnique,item_modifiers,mod,,[FFB800]Unique[-] Bipod Mod,[FFB800]unique[-]两脚架模组
modGunBipodUniqueDesc,item_modifiers,mod,,"Unique modification, it significantly increases weapon accuracy and controllability when aiming.",独特的修改，显着提高了武器瞄准时的精度和可控性。
modGunSoundSuppressorSilencerImp,item_modifiers,mod,,[DECEA3]Improved[-] Silencer Mod,[DECEA3]改进型[-]消音器模组
modGunSoundSuppressorSilencerImpDesc,item_modifiers,mod,,"Thanks to the improvement, it significantly reduces the volume of the shot, while the maximum range and damage are slightly reduced. The damage bonus from stealth is increased by [DECEA3]50%[-]",由于改进，它显着减少了射击体积，同时最大射程和伤害略有降低。潜行伤害加成增加[DECEA3]50%[-]
modGunSoundSuppressorSilencerUnique,item_modifiers,mod,,[FFB800]Unique[-] Silencer Mod,[FFB800]unique[-]消音器模组
modGunSoundSuppressorSilencerUniqueDesc,item_modifiers,mod,,"Unique modification, it significantly reduces the volume of the shot, while the maximum firing range is increased by [DECEA3]10%[-]. The damage bonus from stealth is increased by [DECEA3]150%[-]",独特的修改，显着减少了射击体积，同时最大射程增加了[DECEA3]10%[-]。潜行伤害加成增加[DECEA3]150%[-]
modGunBoosterExp,item_modifiers,mod,,[FF6666]Experimental[-] Gun Booster Mod,[FF6666]实验[-]枪助推器模组
modGunBoosterExpDesc,item_modifiers,mod,,"An experimental modification. Increases the rate of fire of automatic weapons by [DECEA3]25%[-].\n\nWhen activated, [DECEA3][ F ][-] additionally increases the rate of fire and breakage rate of weapons by [DECEA3]25%[-].",实验性修改。当用[DECEA3][ F][-]激活时，它会增加[DECEA3]50%[-]的射速，但也会显着增加武器磨损。
modGunBoosterUnique,item_modifiers,mod,,[FFB800]Unique[-] Gun Booster Mod,[FFB800]unique[-]枪支助推器模组
modGunBoosterUniqueDesc,item_modifiers,mod,,"Unique modification. Increases the rate of fire of automatic weapons by [DECEA3]50%[-].\n\nWhen activated, [DECEA3][ F ][-] additionally increases the rate of fire and breakage rate of weapons by [DECEA3]50%[-].",独特修改，激活[DECEA3][ F][-]时，射速增加[DECEA3]2倍[-]，同时也大幅增加武器击穿率
modGunDamageAccumulatorExp,item_modifiers,mod,,[FF6666]Experimental[-] Damage Accumulator Mod,[FF6666]实验[-]伤害累加器模组
modGunDamageAccumulatorExpDesc,item_modifiers,mod,,"Experimental modification.\nAfter every [DECEA3]6-th[-] shot, subsequent shots have a [DECEA3]50%[-] chance to deal [DECEA3]200%[-] damage.",实验修改。\n每次[DECEA3]6-th[-]射击后，后续射击有[DECEA3]50%[-]几率造成[DECEA3]200%[-]伤害。
modGunDamageAccumulatorUnique,item_modifiers,mod,,[FFB800]Unique[-] Damage Accumulator Mod,[FFB800]unique[-]伤害累加器模组
modGunDamageAccumulatorUniqueDesc,item_modifiers,mod,,"Unique modification.\nAfter every [DECEA3]4-th[-] shot, subsequent shots have a [DECEA3]50%[-] chance to deal [DECEA3]400%[-] damage.",独特的修改。\n每次[DECEA3]4-th[-]射击后，后续射击有[DECEA3]50%[-]几率造成[DECEA3]400%[-]伤害。
modTurretPartsImp,item_modifiers,mod,,[DECEA3]Improved[-] Turret Parts Mod,[DECEA3]改进[-]炮塔零件模组
modTurretPartsImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the health of robotic hammers and automated turrets by [DECEA3]50%[-]",由于改进，增加了机器人锤和自动炮塔的健康状况[DECEA3]50%[-]
modTurretPartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Turret Parts Mod,[FFB800]unique[-]炮塔零件模组
modTurretPartsUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, increases the health of robotic hammers and automated turrets by [DECEA3]100%[-]",由于改进，增加了机器人锤和自动炮塔的健康状况[DECEA3]100%[-]
modReactorAmplifierImp,item_modifiers,mod,,[DECEA3]Improved[-] Reactor Amplifier Mod,[DECEA3]改进型[-]反应堆放大器模块
modReactorAmplifierImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the attack speed of the hammer by [DECEA3]50%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",由于改进，锤子的攻击速度提高了[DECEA3]50%[-]\n\n[DECEA3]仅安装在反应堆锤子中。[-]
modReactorAmplifierUnique,item_modifiers,mod,,[FFB800]Unique[-] Reactor Amplifier Mod,[FFB800]unique[-]反应堆放大器模块
modReactorAmplifierUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the hammer's attack speed by [DECEA3]100%[-], and also greatly increases the chance of knocking down and the knockback range.\n\n[DECEA3]Installed only in the reactor hammer.[-]",由于改进，它使锤子的攻击速度提高了[DECEA3]100%[-]，并且还大大增加了击倒几率和击退范围。\n\n[DECEA3]仅安装在反应器锤中。[-]
modHeavyTipImp,item_modifiers,mod,,[DECEA3]Improved[-] Heavy Tip Mod,[DECEA3]改进型[-]重型尖端模组
modHeavyTipImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]100%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",由于改进，锤子的伤害增加了[DECEA3]100%[-]\n\n[DECEA3]仅安装在反应堆锤子中。[-]
modHeavyTipUnique,item_modifiers,mod,,[FFB800]Unique[-] Heavy Tip Mod,[FFB800]unique[-]重型尖头模组
modHeavyTipUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]200%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",由于改进，锤子的伤害增加了[DECEA3]200%[-]\n\n[DECEA3]仅安装在反应堆锤子中。[-]
modHugeSupplyImp,item_modifiers,mod,,[DECEA3]Improved[-] Huge Supply Mod,[DECEA3]改进[-]巨大供应模组
modHugeSupplyImpDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]3[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]",由于改进，弹匣尺寸增加了[DECEA3]3[-]倍，但也使装弹过程变得更长。\n\n[DECEA3]仅安装在改进型自动炮塔中。[-]
modHugeSupplyUnique,item_modifiers,mod,,[FFB800]Unique[-] Huge Supply Mod,[FFB800]unique[-]大量供应模组
modHugeSupplyUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]6[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]",由于改进，弹匣尺寸增加了[DECEA3]6[-]倍，但也使装弹过程变得更长。\n\n[DECEA3]仅安装在改进型自动炮塔中。[-]
modVehicleSuperChargerImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Super Charger Mod,[DECEA3]改进型[-]车载超级充电器模组
modVehicleSuperChargerImpDesc,item_modifiers,mod,,"Thanks to the improvement, the acceleration and maximum speed of the vehicle are increased by [DECEA3]30%[-]",由于改进，车辆的加速度和最高速度增加了[DECEA3]30%[-]
modVehicleSuperChargerUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Super Charger Mod,[FFB800]unique[-]车载超级充电器模组
modVehicleSuperChargerUniqueDesc,item_modifiers,mod,,A unique modification that allows you to increase the acceleration and maximum speed of the vehicle by [DECEA3]60%[-],独特的改装，可让您通过[DECEA3]60%[-]增加车辆的加速度和最大速度
modReactorAcceleratorExp,item_modifiers,mod,,[FF6666]Experimental[-] Reactor accelerator Mod,[FF6666]实验[-]反应堆加速器模组
modReactorAcceleratorExpDesc,item_modifiers,mod,,"A portable reactor can not only power any network, but also significantly increase the power of any engine. Installing such a modification on an [DECEA3]gyrocopter[-] will increase its speed several times, but it also requires twice as much fuel.",便携式反应堆不仅可以为任何网络供电，还可以显着增加任何发动机的功率。在[DECEA3]旋翼机[-]上安装这样的改装将使其速度提高数倍，但也需要两倍的燃料。
modVehicleFuelSaverImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Fuel Saver Mod,[DECEA3]改进的[-]车辆节油器模组
modVehicleFuelSaverImpDesc,item_modifiers,mod,,Significantly reduces vehicle fuel consumption.,显着降低车辆燃油消耗。
modVehicleReserveFuelTankImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Reserve Fuel Tank Mod,[DECEA3]改进[-]车辆储备油箱模块
modVehicleReserveFuelTankImpDesc,item_modifiers,mod,,Significantly increases the vehicle's fuel capacity,显着增加车辆的燃油容量
modVehicleFuelSystemUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Advanced Fuel System Mod,[FFB800]unique[-]车辆高级燃油系统模组
modVehicleFuelSystemUniqueDesc,item_modifiers,mod,,"A unique modification that allows you to reduce fuel consumption by [DECEA3]80%[-], and also increases the fuel reserve by [DECEA3]200%[-]",独特的改装，可以让您减少油耗[DECEA3]80%[-]，同时还能增加燃油储备[DECEA3]200%[-]
modVehiclePlowUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Plow Mod,[FFB800]unique[-]车辆残酷犁模组
modVehiclePlowUniqueDesc,item_modifiers,mod,,A heavy-duty plow for a [DECEA3]4x4 truck[-]. Hundreds of zombies have left their marks on it.\n\nReduces damage taken from objects hitting the front of the [DECEA3]4x4 truck[-]. Significantly increases damage to blocks and creatures.,适用于[DECEA3]4x4 卡车[-]的重型犁。数百只丧尸在上面留下了痕迹。\n\n减少物体撞击[DECEA3]4x4 卡车[-]前部所造成的损坏。显着增加对物块和生物的伤害。
modVehicleArmorImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Armor Mod,[DECEA3]改进型[-]车辆装甲模组
modVehicleArmorImpDesc,item_modifiers,mod,,"Thanks to the upgrade, it significantly reduces the damage received when objects hit the front of the vehicle and also increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].",由于升级，它显着减少了物体撞击车辆前部时受到的伤害，并增加了对物块和生物的伤害。\n安装在[DECEA3]摩托车[-]或[DECEA3]旋翼机[-]上。
modVehicleArmorUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Armor Mod,[FFB800]unique[-]车辆残酷装甲模组
modVehicleArmorUniqueDesc,item_modifiers,mod,,A unique modification that significantly reduces damage received when objects hit the front of the vehicle and also significantly increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].,一种独特的修改，可显着减少物体撞击车辆前部时受到的伤害，并显着增加对物块和生物的伤害。\n安装在[DECEA3]摩托车[-]或[DECEA3]旋翼机[-]上。
buffJetPackReloadName,buffs,buff,,Recharging the jetpack,为喷气背包充电
buffJetPackReloadTooltip,buffs,buff,,Your jetpack is on recharge,您的喷气背包正在充电
buffJetPackReloadIncDesc,buffs,Buff,,"Your jetpack is recharging.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nWait until the recharge is complete before using it again.\n\n[DECEA3]Duration: {cvar(.JetPackReload:0)} seconds[-]",您的喷气背包正在充电。\n[DECEA3]便捷跳跃[-]能力已激活：跑酷技能加成不适用于第一次跳跃，但在[DECEA3]1.2[-]秒内的下一次跳跃将获得全额加成。\n等待充值完成后再使用。\n\n[DECEA3]持续时间：{cvar(.JetPackReload:0)} 秒[-]
buffJetPackNormalName,buffs,buff,,JetPack [DECEA3]OFF[-],JetPack[DECEA3]OFF[-]
buffJetPackNormalTooltip,buffs,buff,,Your jetpack is disabled,您的喷气背包已禁用
buffJetPackNormalIncDesc,buffs,Buff,,"Your jetpack is disabled.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nYou must activate it to use jump boosts.\n\nIn this mode, stamina consumption when jumping is reduced by [DECEA3]30%[-]",您的喷气背包已禁用。\n[DECEA3]便捷跳跃[-]能力已激活：跑酷技能加成不适用于第一次跳跃，但在[DECEA3]1.2[-]秒内的下一次跳跃将获得全额加成。\n您必须激活它才能使用跳跃提升。\n\n该模式下，跳跃时的体力消耗减少[DECEA3]30%[-]
buffJetPackBoostName,buffs,buff,,JetPack [DECEA3]ON[-],JetPack[DECEA3]ON[-]
buffJetPackBoostTooltip,buffs,buff,,Your jetpack is active,您的喷气背包已启用
buffJetPackBoostIncDesc,buffs,Buff,,"Your jetpack is active. Your next jump will be boosted by [DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]After a boosted jump, your jetpack will go on recharge. Be careful not to break your legs.[-]",您的喷气背包已启用。您的下一次跳跃将由[DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]加速。完成一次加速跳跃后，您的喷气背包将继续充电。小心别摔断腿。[-]
buffMotorBoosterName,buffs,buff,,Tool Booster,工具助推器
buffMotorBoosterTooltip,buffs,buff,,tool boost mode active,工具增强模式已激活
buffMotorBoosterIncDesc,buffs,Buff,,"Active mode [DECEA3]doubles work speed[-]\nAt the same time, the tool's breakage rate is increased by [DECEA3]100%[-].",主动模式[DECEA3]工作速度加倍[-]\n同时，刀具的破损率增加[DECEA3]100%[-]。
buffGunBooster1Name,buffs,buff,,[FF6666]Experimental[-] Gun Booster,[FF6666]实验型[-]枪助推器
buffGunBooster1Tooltip,buffs,buff,,gun boost mode active,枪助推模式激活
buffGunBooster1Desc,buffs,Buff,,"Active mode increases the rate of fire by [DECEA3]50%[-]\nAt the same time, the rate of weapon breakdown is significantly increased",主动模式提高射速[DECEA3]50%[-]\n同时武器击穿率显着提高
buffGunBooster2Name,buffs,buff,,[FFB800]Unique[-] Gun Booster,[FFB800]unique[-]枪助推器
buffGunBooster2Tooltip,buffs,buff,,gun boost mode active,枪助推模式激活
buffGunBooster2Desc,buffs,Buff,,"Active mode [DECEA3]doubles the rate of fire[-]\nAt the same time, the weapon's breakdown rate is significantly increased",主动模式[DECEA3]射速翻倍[-]\n同时武器的故障率大幅提升
buffGunDAc1Name,buffs,buff,,[FF6666]Experimental[-] Damage Accumulator - Charging,[FF6666]实验[-]伤害累加器 - 充电
buffGunDAc1Tooltip,buffs,buff,,Charging the damage accumulator,为伤害累加器充电
buffGunDAc1Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]5[-] is accumulated, subsequent shots have a [DECEA3]50%[-] chance to deal increased damage.",主动模式在对敌人造成伤害时累积电荷\n当累积[DECEA3]5[-]时，后续射击有[DECEA3]50%[-]几率造成更高伤害。
buffGunDAcShot1Name,buffs,buff,,[FF6666]Experimental[-] Damage Accumulator - Active,[FF6666]实验[-]伤害累加器 - 主动
buffGunDAcShot1Tooltip,buffs,buff,,damage accumulator active,伤害累加器激活
buffGunDAcShot1Desc,buffs,Buff,,The following shots have a [DECEA3]50%[-] chance to deal [DECEA3]200%[-] damage.,以下射击​​有[DECEA3]50%[-]几率造成[DECEA3]200%[-]伤害。
buffGunDAc2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Charging,[FFB800]unique[-]伤害累加器 - 充电
buffGunDAc2Tooltip,buffs,buff,,Charging the damage accumulator,为伤害累加器充电
buffGunDAc2Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]3[-] is accumulated, subsequent shots have a [DECEA3]50%[-] chance to deal increased damage.",主动模式在对敌人造成伤害时累积电荷\n当累积[DECEA3]3[-]时，后续射击有[DECEA3]50%[-]几率造成更高伤害。
buffGunDAcShot2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Active,[FFB800]Unique[-]伤害累加器 - 主动
buffGunDAcShot2Tooltip,buffs,buff,,damage accumulator active,伤害累加器激活
buffGunDAcShot2Desc,buffs,Buff,,The following shots have a [DECEA3]50%[-] chance to deal [DECEA3]400%[-] damage.,以下射击​​有[DECEA3]50%[-]几率造成[DECEA3]400%[-]伤害。
buffLSSset,buffs,buff,,LSS-1,LSS-1
buffLSSsetName,buffs,buff,,Life support system,生命维持系统
buffLSSsetTooltip,buffs,buff,,Life support system active,生命支持系统激活
buffLSSsetIncDesc,buffs,Buff,,"Active Life Support increases your core stats: Health, Stamina, Food and Water by [DECEA3]50[-]. You cannot be paralyzed.",Active Life Support 可增加您的核心统计数据：健康、耐力、食物和水（[DECEA3]50[-]）
armorModsT5,progression,Attribute,,Advanced modifications,高级修改

===
=== Z_RareItems ===
===


buffRareRobinhoodName,buffs,buff,,Robin Hood,罗宾汉
buffRareRobinhood1Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]50%[-] and damage is increased by [DECEA3]25%[-].,您可以从稀有武器的主动奖励中受益。装填速度增加[DECEA3]50%[-]，伤害增加[DECEA3]25%[-]。
buffRareRobinhood2Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]100%[-] and damage is increased by [DECEA3]50%[-].,您可以从稀有武器的主动奖励中受益。装填速度增加[DECEA3]100%[-]，伤害增加[DECEA3]50%[-]。
buffRareRobinhood3Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]200%[-] and damage is increased by [DECEA3]100%[-].,您可以从稀有武器的主动奖励中受益。装填速度增加[DECEA3]200%[-]，伤害增加[DECEA3]100%[-]。
rareSniperRifleBundle,items,item,,[FAFF63]Rare[-] Sniper Rifle,[FAFF63]稀有[-]狙击步枪
rareSniperRifleBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Sniper Rifle (tier 6) with a random property.,包含随机[FAFF63]rare[-]狙击步枪（第 6 层），具有随机属性。
rareAutoShotgunBundle,items,item,,[FAFF63]Rare[-] Auto Shotgun,[FAFF63]稀有[-]自动霰弹枪
rareAutoShotgunBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Auto Shotgun (tier 6) with a random property.,包含一把具有随机属性的随机[FAFF63]rare[-]自动霰弹枪（第 6 层）。
rareM60Bundle,items,item,,[FAFF63]Rare[-] M60 Machine Gun,[FAFF63]稀有[-] M60机枪
rareM60BundleDesc,items,item,,Contains a random [FAFF63]rare[-] M60 Machine Gun (Tier 6) with a random property.,包含随机[FAFF63]rare[-] M60 机枪（第 6 级），具有随机属性。
rareSMG5Bundle,items,item,,[FAFF63]Rare[-] SMG-5,[FAFF63]稀有[-] SMG-5
rareSMG5BundleDesc,items,item,,Contains a random [FAFF63]rare[-] SMG-5 (Tier 6) with a random property.,包含具有随机属性的随机[FAFF63]rare[-] SMG-5（第 6 层）。
rareDesertVultureBundle,items,item,,[FAFF63]Rare[-] .44 Desert Vulture,[FAFF63]Rare[-] .44 沙漠秃鹰
rareDesertVultureBundleDesc,items,item,,Contains a random [FAFF63]rare[-] .44 Desert Vulture (Tier 6) with a random property.,包含随机[FAFF63]rare[-] .44 沙漠秃鹰（第 6 层），具有随机属性。
rareArcheryBundle,items,item,,[FAFF63]Rare[-] Bow or crossbow,[FAFF63]稀有[-]弓或十字弓
rareArcheryBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Bow or crossbow (Tier 6) with a random property.,包含随机[FAFF63]rare[-]弓或十字弓（第 6 层），具有随机属性。
rareSpearT3Bundle,items,item,,[FAFF63]Rare[-] Steel Spear,[FAFF63]稀有[-]钢矛
rareSpearT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Spear (tier 6) with a random property.,包含随机[FAFF63]rare[-]钢矛（第 6 层），具有随机属性。
rareClubT3Bundle,items,item,,[FAFF63]Rare[-] Steel Club,[FAFF63]稀有[-]钢棒
rareClubT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Club (tier 6) with a random property.,包含随机[FAFF63]rare[-]钢棒（第 6 层），具有随机属性。
rareSledgehammerT3Bundle,items,item,,[FAFF63]Rare[-] Steel Sledgehammer,[FAFF63]稀有[-]钢大锤
rareSledgehammerT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Sledgehammer (tier 6) with a random property.,包含随机[FAFF63]rare[-]钢大锤（第 6 层），具有随机属性。
rareKnucklesT3Bundle,items,item,,[FAFF63]Rare[-] Steel Knuckles,[FAFF63]Rare[-]钢指节
rareKnucklesT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Knuckles (tier 6) with a random property.,包含随机[FAFF63]rare[-]钢指节（第 6 层），具有随机属性。
rareMacheteT3Bundle,items,item,,[FAFF63]Rare[-] Machete,[FAFF63]稀有[-]砍刀
rareMacheteT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Machete (tier 6) with a random property.,包含一把具有随机属性的随机[FAFF63]rare[-]砍刀（第 6 层）。
rareStunBatonT3Bundle,items,item,,[FAFF63]Rare[-] Stun Baton,[FAFF63]稀有[-]电击棒
rareStunBatonT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Stun Baton (tier 6) with a random property.,包含一个随机[FAFF63]rare[-]电击棒（第 6 层），具有随机属性。
rareAugerBundle,items,item,,[FAFF63]Rare[-] Auger,[FAFF63]Rare[-]螺旋钻
rareAugerBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Auger (tier 6) with a random property.,包含具有随机属性的随机[FAFF63]rare[-]俄歇器（第 6 层）。
rareChainsawBundle,items,item,,[FAFF63]Rare[-] Chainsaw,[FAFF63]稀有[-]电锯
rareChainsawBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Chainsaw (tier 6) with a random property.,包含一个具有随机属性的随机[FAFF63]rare[-]电锯（第 6 层）。

===== RANGE WEAPON =====

gunRifleT0PipeRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Crusher[-],[FAFF63]稀有[-]管步枪[DECEA3]- 破碎机[-]
gunRifleT0PipeRifleRareCrusherDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,发射 7.62 毫米弹药的自制步枪。\n\n拥有稀有属性[FAFF63]«粉碎者»[-]\n武器伤害增加。\n\n用短铁管修理。\n废铁。
gunRifleT0PipeRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Knockdown[-],[FAFF63]稀有[-]管步枪[DECEA3]-击倒[-]
gunRifleT0PipeRifleRareKnockdownDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Knockdown»[-]\nHitting an enemy knocks them down.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,发射 7.62 毫米弹药的自制步枪。\n\n具有稀有属性[FAFF63]«击倒»[-]\n击中敌人会将其击倒。\n\n用短铁管修理。\n废铁。
gunRifleT0PipeRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Fast hands[-],[FAFF63]稀有[-]管步枪[DECEA3]-快手[-]
gunRifleT0PipeRifleRareFasthandsDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,发射 7.62 毫米弹药的自制步枪。\n\n拥有稀有属性[FAFF63]《快手》[-]\n装弹速度提高[DECEA3]2[-]倍。\n\n用短铁管修理。\n废铁。
gunRifleT1HuntingRifleRareExperienced,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Experienced[-],[FAFF63]稀有[-]狩猎步枪[DECEA3]-经验丰富[-]
gunRifleT1HuntingRifleRareExperiencedDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,这种常见的农民狩猎步枪使用7.62毫米弹药。\n\n拥有稀有属性[FAFF63]《经验丰富》[-]\n使用该武器击杀获得的经验值增加了[DECEA3]15%[-]。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT1HuntingRifleRareApple,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Apple[-],[FAFF63]稀有[-]狩猎步枪[DECEA3]-Apple[-]
gunRifleT1HuntingRifleRareAppleDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Apple»[-]\nHeadshot damage increased by [DECEA3]100%[-].\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,这种常见的农民狩猎步枪使用7.62毫米弹药。\n\n拥有稀有属性[FAFF63]«Apple»[-]\n爆头伤害增加[DECEA3]100%[-]。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT1HuntingRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Fast hands[-],[FAFF63]稀有[-]猎枪[DECEA3]-快手[-]
gunRifleT1HuntingRifleRareFasthandsDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,这种常见的农民狩猎步枪使用7.62毫米弹药。\n\n拥有稀有属性[FAFF63]《快手》[-]\n装弹速度提高[DECEA3]2[-]倍。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT2LeverActionRifleRareUniversal,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Universal[-],[FAFF63]稀有[-]杠杆式步枪[DECEA3]- 通用[-]
gunRifleT2LeverActionRifleRareUniversalDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the magazine size have been increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,这种常见的农民狩猎步枪使用7.62毫米弹药。\n\n具有稀有属性[FAFF63]《通用》[-]\n安装修改数量和弹匣大小已增加。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT2LeverActionRifleRareVampire,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Vampire[-],[FAFF63]稀有[-]杠杆式步枪[DECEA3]- 吸血鬼[-]
gunRifleT2LeverActionRifleRareVampireDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Vampire»[-]\nWhen you kill an enemy, you restore [DECEA3]3[-] health.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",这种常见的农民狩猎步枪使用7.62毫米弹药。\n\n拥有稀有属性[FAFF63]«吸血鬼»[-]\n当你杀死敌人时，你会恢复[DECEA3]3[-]生命值。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT2LeverActionRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Unkillable[-],[FAFF63]稀有[-]杠杆式步枪[DECEA3]- 不可杀死[-]
gunRifleT2LeverActionRifleRareUnkillableDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,这种常见的农民狩猎步枪使用7.62毫米弹药。\n\n拥有稀有属性[FAFF63]《不可杀死》[-]\n这种武器在使用时几乎坚不可摧。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT3SniperRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Crusher[-],[FAFF63]稀有[-]狙击步枪[DECEA3]- 粉碎者[-]
