Key,Source,Context,Changes,English,Italian
RangeT3_machineGunsName,Quest,Quest Info,,[DECEA3]Get[-] M60,[DECEA3]Ottieni[-] M60
RangeT3_machineGunsOffer,Quest,Quest Info,,"«So, Automatic weapons. A reasonable choice, although of course an acquired taste. Kill [FF6666]250 zombies using any automatic weapons[-], and you'll get an M60 and a nice bonus from me.» [DECEA3]- Wild[-]","«Allora, armi automatiche. Una scelta ragionevole, anche se ovviamente un gusto acquisito. Uccidi [FF6666]250 zombie usando qualsiasi arma automatica[-] e riceverai un M60 e un bel bonus da parte mia.» [DECEA3]- Selvaggio[-]"
RangeT3_ArcheryName,Quest,Quest Info,,[DECEA3]Get[-] Compound bow or crossbow,[DECEA3]Ottieni[-] Arco compound o balestra
RangeT3_ArcheryOffer,Quest,Quest Info,,"«So, Bow or Crossbow. A reasonable choice, although of course an acquired taste. Kill [FF6666]125 zombies using any bows or crossbows[-], and you'll get a Compound bow or crossbow and a nice bonus from me.» [DECEA3]- Wild[-]","«Quindi Arco o Balestra. Una scelta ragionevole, anche se ovviamente un gusto acquisito. Uccidi [FF6666]125 zombi usando archi o balestre[-] e riceverai un arco o una balestra composti e un bel bonus da parte mia.» [DECEA3]- Selvaggio[-]"
RangeT3_PistolName,Quest,Quest Info,,[DECEA3]Get[-] SMG-5 or Desert Vulture,[DECEA3]Ottieni[-] SMG-5 o Avvoltoio del deserto
RangeT3_PistolOffer,Quest,Quest Info,,"«So, Pistols. A reasonable choice, although of course an acquired taste. Kill [FF6666]250 zombies using any pistols[-], and you'll get an SMG-5 or Desert Vulture, your choice.» [DECEA3]- Wild[-]","«Allora Pistole. Una scelta ragionevole, anche se ovviamente un gusto acquisito. Uccidi [FF6666]250 zombi usando qualsiasi pistola[-] e otterrai un SMG-5 o un Avvoltoio del deserto, a tua scelta.» [DECEA3]- Selvaggio[-]"
BetterWeaponImpModsName,Quest,Quest Info,,[FF6666]The best weapon[-] Chapter 6,[FF6666]L'arma migliore[-] Capitolo 6
BetterWeaponImpModsOffer,Quest,Quest Info,,"[DECEA3]Reliable Modifications[-]\n\n«Any weapon can always be enhanced with good modifications, and when they are still reliable in use, the weapon feels completely different. Kill [FF6666]750 zombies[-], and I will tell you how to get improved modification for melee or ranged weapons, your choice.» [DECEA3]- Wild[-]","[DECEA3]Modifiche affidabili[-]\n\n«Qualsiasi arma può sempre essere potenziata con buone modifiche e, quando sono ancora affidabili nell'uso, l'arma sembra completamente diversa. Uccidi [FF6666]750 zombi[-] e ti dirò come ottenere modifiche migliorate per le armi da mischia o a distanza, a tua scelta.» [DECEA3]- Selvaggio[-]"
BetterWeaponMeleeImpModsName,Quest,Quest Info,,"[DECEA3]Get[-] Improved modification, Melee","[DECEA3]Ottieni[-] Modifica migliorata, corpo a corpo"
BetterWeaponMeleeImpModsOffer,Quest,Quest Info,,"«So, a modification for a melee weapon. A reasonable choice, although certainly an acquired taste. Kill [FF6666]500 zombies using any melee weapon[-], and you'll receive a [DECEA3]Improved[-] modification for that weapon.» [DECEA3]- Wild[-]","«Quindi, una modifica per un'arma da mischia. Una scelta ragionevole, anche se certamente un gusto acquisito. Uccidi [FF6666]500 zombi usando qualsiasi arma da mischia[-] e riceverai una modifica [DECEA3]Migliorata[-] per quell'arma.» [DECEA3]- Selvaggio[-]"
BetterWeaponRangeImpModsName,Quest,Quest Info,,"[DECEA3]Get[-] Improved modification, Range","[DECEA3]Ottieni[-] Modifica migliorata, Portata"
BetterWeaponRangeImpModsOffer,Quest,Quest Info,,"«So, a modification for a ranged weapon. A reasonable choice, though certainly an acquired taste. Kill [FF6666]500 zombies using any ranged weapon[-], and you'll receive a [DECEA3]Improved[-] modification for that weapon.» [DECEA3]- Wild[-]","«Quindi, una modifica per un'arma a distanza. Una scelta ragionevole, anche se certamente un gusto acquisito. Uccidi [FF6666]500 zombi usando qualsiasi arma a distanza[-] e riceverai una modifica [DECEA3]Migliorata[-] per quell'arma.» [DECEA3]- Selvaggio[-]"
BetterWeaponUniqueModsName,Quest,Quest Info,,[FF6666]The best weapon[-] Chapter 7,[FF6666]L'arma migliore[-] Capitolo 7
BetterWeaponUniqueModsOffer,Quest,Quest Info,,"[DECEA3]Unique Modifications[-]\n\n«Any weapon can always be enhanced with good modifications, and with unique modifications, any weapon is much more powerful. Kill [FF6666]1500 zombies[-], and I'll tell you how to get unique modifications for melee or ranged weapons, your choice.» [DECEA3]- Wild[-]","[DECEA3]Modifiche uniche[-]\n\n«Qualsiasi arma può sempre essere potenziata con buone modifiche e, con modifiche uniche, qualsiasi arma è molto più potente. Uccidi [FF6666]1500 zombi[-] e ti dirò come ottenere modifiche uniche per armi da mischia o a distanza, a tua scelta.» [DECEA3]- Selvaggio[-]"
BetterWeaponMeleeUniqueModsName,Quest,Quest Info,,"[DECEA3]Get[-] Unique modification, Melee","[DECEA3]Ottieni[-] Modifica unica, Corpo a corpo"
BetterWeaponMeleeUniqueModsOffer,Quest,Quest Info,,"«So, melee weapon mods. A reasonable choice, though certainly an acquired taste. Kill [FF6666]1000 zombis using any melee weapon[-], and you'll receive [DECEA3]Unique[-] mod for that weapon.» [DECEA3]- Wild[-]","«Allora, mod per armi da mischia. Una scelta ragionevole, anche se certamente un gusto acquisito. Uccidi [FF6666]1000 zombi usando qualsiasi arma da mischia[-] e riceverai [DECEA3]mod unico[-] per quell'arma.» [DECEA3]- Selvaggio[-]"
BetterWeaponRangeUniqueModsName,Quest,Quest Info,,"[DECEA3]Get[-] Unique modification, Range","[DECEA3]Ottieni[-] Modifica unica, Portata"
BetterWeaponRangeUniqueModsOffer,Quest,Quest Info,,"«So, ranged weapon mods. A reasonable choice, though certainly an acquired taste. Kill [FF6666]1000 zombis using any ranged weapon[-], and you'll receive [FFB800]Unique[-] mod for that weapon.» [DECEA3]- Wild[-]","«Allora, modifiche per armi a distanza. Una scelta ragionevole, anche se certamente un gusto acquisito. Uccidi [FF6666]1000 zombi usando qualsiasi arma a distanza[-] e riceverai [FFB800]mod unico[-] per quell'arma.» [DECEA3]- Selvaggio[-]"
BetterWeaponLastHunt1Name,Quest,Quest Info,,[FF6666]«The best weapon»[-] Chapter 8,[FF6666]«L'arma migliore»[-] Capitolo 8
BetterWeaponLastHunt1Offer,Quest,Quest Info,,"[DECEA3]The Last Hunt, The Beginning[-]\n\n«To dominate the wasteland, you need more than just guns; you need to develop skills to kill bigger creatures. Kill [FF6666]50 minibosses[-] and you'll get several legendary parts.» [DECEA3]- Wild[-]","[DECEA3]L'ultima caccia, l'inizio[-]\n\n«Per dominare la terra desolata, non ti servono solo armi; devi sviluppare abilità per uccidere creature più grandi. Uccidi [FF6666]50 miniboss[-] e otterrai diverse parti leggendarie.» [DECEA3]- Selvaggio[-]"
BetterWeaponLastHunt2Name,Quest,Quest Info,,[FF6666]«The best weapon»[-] Chapter 9,[FF6666]«L'arma migliore»[-] Capitolo 9
BetterWeaponLastHunt2Offer,Quest,Quest Info,,"[DECEA3]The Last Hunt, Completion[-]\n\n«Sometimes it's better not to know what creatures may be lurking in the wasteland at night. But if you learn how to kill them, I'll be truly delighted. Kill [FF6666]25 bosses[-], and you'll get some legendary parts, and I'll also upgrade some of your skills.» [DECEA3]- Wild[-]","[DECEA3]L'Ultima Caccia, Completamento[-]\n\n«A volte è meglio non sapere quali creature potrebbero nascondersi di notte nella landa desolata. Ma se imparerai come ucciderli, ne sarò davvero felice. Uccidi [FF6666]25 boss[-] e otterrai alcune parti leggendarie e migliorerò anche alcune delle tue abilità.» [DECEA3]- Selvaggio[-]"
startBundle,items,item,,Starter bundle,Pacchetto iniziale
startBundleDesc,items,item,,Contains everything you need to start playing,Contiene tutto il necessario per iniziare a giocare
note1_startQuest,items,Item,,Welcome!,Benvenuto!
note1_startQuestDesc,items,Item,,"Here you will find survival on the edge... New armor, weapons, stations, zombies, bosses, pumping and much, much more. The overall gameplay has been significantly expanded and is constantly being improved. Enjoy the game!\n\n[DECEA3]When you start the game, you can create a personal portrait of your character with their strengths and weaknesses. You can view self traits in the Skills section.[-]","Qui troverai la sopravvivenza al limite... Nuove armature, armi, stazioni, zombi, boss, pompaggio e molto, molto altro. Il gameplay complessivo è stato notevolmente ampliato e viene costantemente migliorato. Buon divertimento!\n\n[DECEA3]Quando inizi il gioco, puoi creare un ritratto personale del tuo personaggio con i suoi punti di forza e di debolezza. Puoi visualizzare i tratti personali nella sezione Abilità.[-]"
startQuest1_statement,Quest,Quest Info,,Start the Survival quest chain.,Inizia la catena di missioni Sopravvivenza.
startQuest1_subtitle,Quest,Quest Info,,Start the Survival quest chain.,Inizia la catena di missioni Sopravvivenza.
startQuest1Name,Quest,Quest Info,,Welcome!,Benvenuto!
startQuest1Offer,Quest,Quest Info,,"Here you will find survival on the edge... New armor, weapons, stations, zombies, bosses, pumping and much, much more. The overall gameplay has been significantly expanded and is constantly being improved. Enjoy the game!","Qui troverai la sopravvivenza al limite... Nuove armature, armi, stazioni, zombi, boss, pompaggio e molto, molto altro. Il gameplay complessivo è stato notevolmente ampliato e viene costantemente migliorato. Godetevi il gioco!"
note2_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 1[-] Self-healing,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 1[-] Autoguarigione
note2_startQuestDesc,items,Item,,Starts [FF6666]Chapter 1[-] of the quest [FF6666]Survival:[-] Self-healing\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 1[-] della missione [FF6666]Sopravvivenza:[-] Autoguarigione\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note3_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 2[-] The Offender,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 2[-] L'autore del reato
note3_startQuestDesc,items,Item,,Starts [FF6666]Chapter 2[-] of the quest [FF6666]Survival:[-] The Offender\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 2[-] della missione [FF6666]Sopravvivenza:[-] L'autore del reato\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note4_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 3[-] A Nice Bonus,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 3[-] Un bel bonus
note4_startQuestDesc,items,Item,,Starts [FF6666]Chapter 3[-] of the quest [FF6666]Survival:[-] A Nice Bonus\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 3[-] della missione [FF6666]Sopravvivenza:[-] Un bel bonus\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note5_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 4[-] Better Than Just Pipes,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 4[-] Meglio di semplici tubi
note5_startQuestDesc,items,Item,,Starts [FF6666]Chapter 4[-] of the quest [FF6666]Survival:[-] Better Than Just Pipes\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 4[-] della missione [FF6666]Sopravvivenza:[-] Meglio di semplici tubi\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note6_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 5[-] Better guns,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 5[-] Armi migliori
note6_startQuestDesc,items,Item,,Starts [FF6666]Chapter 5[-] of the quest [FF6666]Survival:[-] Better guns\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 5[-] della missione [FF6666]Sopravvivenza:[-] Armi migliori\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note7_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 6[-] Firepower,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 6[-] Potenza di fuoco
note7_startQuestDesc,items,Item,,Starts [FF6666]Chapter 6[-] of the quest [FF6666]Survival:[-] Firepower\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 6[-] della missione [FF6666]Sopravvivenza:[-] Potenza di fuoco\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note8_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 7[-] Self-defense,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 7[-] Autodifesa
note8_startQuestDesc,items,Item,,Starts [FF6666]Chapter 7[-] of the quest [FF6666]Survival:[-] Self-defense\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 7[-] della missione [FF6666]Sopravvivenza:[-] Autodifesa\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note9_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 8[-] The best examples,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 8[-] I migliori esempi
note9_startQuestDesc,items,Item,,Starts [FF6666]Chapter 8[-] of the quest [FF6666]Survival:[-] The best examples\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 8[-] della missione [FF6666]Sopravvivenza:[-] I migliori esempi\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note10_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 9[-] Meat grinder,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 9[-] Tritacarne
note10_startQuestDesc,items,Item,,Starts [FF6666]Chapter 9[-] of the quest [FF6666]Survival:[-] Meat grinder\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 9[-] della missione [FF6666]Sopravvivenza:[-] Tritacarne\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note11_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 10[-] Call me by name,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 10[-] Chiamami per nome
note11_startQuestDesc,items,Item,,Starts [FF6666]Chapter 10[-] of the quest [FF6666]Survival:[-] Call me by name\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 10[-] della missione [FF6666]Sopravvivenza:[-] Chiamami per nome\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note12_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 11[-] Legend of the Wasteland,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 11[-] La leggenda della terra desolata
note12_startQuestDesc,items,Item,,Starts [FF6666]Chapter 11[-] of the quest [FF6666]Survival:[-] Legend of the Wasteland\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 11[-] della missione [FF6666]Sopravvivenza:[-] Leggenda della terra desolata\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note13_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 12[-] The Last Hunt (Start),[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 12[-] L'ultima caccia (Inizio)
note13_startQuestDesc,items,Item,,Starts [FF6666]Chapter 12[-] of the quest [FF6666]Survival:[-] The Last Hunt (Start)\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 12[-] della missione [FF6666]Sopravvivenza:[-] L'ultima caccia (Inizio)\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
note14_startQuest,items,Item,,[DECEA3]Quest[-] Survival [FF6666]Chapter 12[-] The Last Hunt (Completion),[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 12[-] L'ultima caccia (Completamento)
note14_startQuestDesc,items,Item,,Starts [FF6666]Chapter 12[-] of the quest [FF6666]Survival:[-] The Last Hunt (Completion)\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF6666]Capitolo 12[-] della missione [FF6666]Sopravvivenza:[-] L'ultima caccia (Completamento)\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
startQuest14Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 12[-] The Last Hunt (Completion),[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 12[-] L'ultima caccia (Completamento)
startQuest2_statement,Quest,Quest Info,,Inspect the wound and remove the bone,Ispeziona la ferita e rimuovi l'osso
startQuest2_subtitle,Quest,Quest Info,,Inspect the wound and remove the bone,Ispeziona la ferita e rimuovi l'osso
startQuest2Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 1[-] Self-healing,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 1[-] Autoguarigione
startQuest2Offer,Quest,Quest Info,,"[FF6666]Chapter 1. Self-healing[-]\nYou woke up and found a piece of paper with a message next to you. You don't remember who left it or when. Here's the first part of the message:\n\n«If you woke up and are reading this, then you're not that easy to kill. I found you yesterday before sunset, but there was no way to help. Judging by the external object sticking out of your leg, I wasn't sure you'd survive until morning. But if you were able to, I left a couple of bandages next to you if you try to get that thing out...» [DECEA3]- Wild[-]","[FF6666]Capitolo 1. Autoguarigione[-]\nTi sei svegliato e hai trovato un pezzo di carta con un messaggio accanto a te. Non ricordi chi l'ha lasciato né quando. Ecco la prima parte del messaggio:\n\n«Se ti sei svegliato e stai leggendo questo, allora non sei così facile da uccidere. Ti ho trovato ieri prima del tramonto, ma non c'era modo di aiutarti. A giudicare dall'oggetto esterno che ti sporgeva dalla gamba, non ero sicuro che saresti sopravvissuto fino al mattino. Ma se ci sei riuscito, ti ho lasciato un paio di bende accanto se provi a tirare fuori quella cosa...» [DECEA3]- Wild[-]"
startQuest3_statement,Quest,Quest Info,,Look around and kill the offender,Guardati intorno e uccidi l'autore del reato
startQuest3_subtitle,Quest,Quest Info,,Look around and kill the offender,Guardati intorno e uccidi l'autore del reato
startQuest3Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 2[-] The Offender,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 2[-] L'autore del reato
startQuest3Offer,Quest,Quest Info,,"[FF6666]Chapter 2. The Offender[-]\nHere's the second part of the message:\n\n«When I was examining you, I heard some movement nearby, I'm not sure that this creature will abandon its prey. However, it apparently doesn't have the strength to attack. In any case, you have some time to recover. Try to patch yourself up before looking for her...» [DECEA3]- Wild[-]","[FF6666]Capitolo 2. L'aggressore[-]\nEcco la seconda parte del messaggio:\n\n«Mentre ti stavo esaminando, ho sentito dei movimenti nelle vicinanze, non sono sicuro che questa creatura abbandonerà la sua preda. Tuttavia, a quanto pare non ha la forza di attaccare. In ogni caso hai un po' di tempo per recuperare. Cerca di rimetterti in sesto prima di cercarla...» [DECEA3]- Wild[-]"
startQuest4_statement,Quest,Quest Info,,Get a bonus from the trader,Ottieni un bonus dal commerciante
startQuest4_subtitle,Quest,Quest Info,,Get a bonus from the trader,Ottieni un bonus dal commerciante
startQuest4Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 3[-] A Nice Bonus,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 3[-] Un bel bonus
startQuest4Offer,Quest,Quest Info,,"[FF6666]Chapter 3. A Nice Bonus[-]\nHere's the last part of the message:\n\n«If you manage to get out, try to get to any trader. They all know me and will be able to give you supplies for the first time. Say that it is from me.» [DECEA3]- Wild[-]","[FF6666]Capitolo 3. Un bel bonus[-]\nEcco l'ultima parte del messaggio:\n\n«Se riesci a uscire, prova a contattare qualsiasi trader. Mi conoscono tutti e potranno darti delle provviste per la prima volta. Di' che è da parte mia». [DECEA3]- Selvaggio[-]"
startQuest5Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 4[-] Better Than Just Pipes,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 4[-] Meglio di semplici tubi
startQuest5Offer,Quest,Quest Info,,"[FF6666]Chapter 4. Better Than Just Pipes[-]\n\n«If you're interested in a more powerful weapon, I have a task for you. Kill 150 zombies. You can choose the one you like from the trader.» [DECEA3]- Wild[-]","[FF6666]Capitolo 4. Meglio dei semplici tubi[-]\n\n«Se sei interessato a un'arma più potente, ho un compito per te. Uccidi 150 zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest6Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 5[-] Better guns,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 5[-] Armi migliori
startQuest6Offer,Quest,Quest Info,,"[FF6666]Chapter 5. Better guns[-]\n\n«If you're interested in a more powerful weapon, I have a task for you. Kill [DECEA3]300[-] zombies. You can choose the one you like from the trader.» [DECEA3]- Wild[-]","[FF6666]Capitolo 5. Armi migliori[-]\n\n«Se sei interessato a un'arma più potente, ho un compito per te. Uccidi [DECEA3]300[-] zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest7Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 6[-] Firepower,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 6[-] Potenza di fuoco
startQuest7Offer,Quest,Quest Info,,"[FF6666]Chapter 6. Firepower[-]\n\n«If you are interested in a powerful weapon, I have a task for you. Kill 450 zombies. You can choose the one you like from the trader.» [DECEA3]- Wild[-]","[FF6666]Capitolo 6. Potenza di fuoco[-]\n\n«Se sei interessato a un'arma potente, ho un compito per te. Uccidi 450 zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest8Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 7[-] Self-defense,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 7[-] Autodifesa
startQuest8Offer,Quest,Quest Info,,"[FF6666]Chapter 7. Self-defense[-]\n\n«If you're interested in a quality melee weapon, I have a task for you. Kill 600 zombies. You can choose the one you like from the merchant.» [DECEA3]- Wild[-]","[FF6666]Capitolo 7. Autodifesa[-]\n\n«Se sei interessato a un'arma da mischia di qualità, ho un compito per te. Uccidi 600 zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest9Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 8[-] The best examples,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 8[-] I migliori esempi
startQuest9Offer,Quest,Quest Info,,"[FF6666]Chapter 8. The best examples[-]\n\n«If you are interested in a powerful upgraded weapon, I have a task for you. Kill 800 zombies. You can choose the one you like from the merchant.» [DECEA3]- Wild[-]","[FF6666]Capitolo 8. I migliori esempi[-]\n\n«Se sei interessato a un'arma potente e potenziata, ho un compito per te. Uccidi 800 zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest10Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 9[-] Meat grinder,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 9[-] Tritacarne
startQuest10Offer,Quest,Quest Info,,"[FF6666]Chapter 9. Meat grinder[-]\n\n«If you are interested in a unique melee weapon, I have a task for you. Kill 1000 zombis. You can choose the one you like from the merchant.» [DECEA3]- Wild[-]","[FF6666]Capitolo 9. Tritacarne[-]\n\n«Se sei interessato a un'arma da mischia unica, ho un compito per te. Uccidi 1000 zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest11Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 10[-] Call me by name,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 10[-] Chiamami per nome
startQuest11Offer,Quest,Quest Info,,"[FF6666]Chapter 10. Call me by name[-]\n\n«If you are interested in a unique ranged weapon, I have a task for you. Kill 1000 zombis. You can choose the one you like from the merchant.» [DECEA3]- Wild[-]","[FF6666]Capitolo 10. Chiamami per nome[-]\n\n«Se sei interessato a un'arma a distanza unica, ho un compito per te. Uccidi 1000 zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest12Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 11[-] Legend of the Wasteland,[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 11[-] La leggenda della terra desolata
startQuest12Offer,Quest,Quest Info,,"[FF6666]Chapter 11. Legend of the Wasteland[-]\n\n«If you are interested in legendary weapons, I have a task for you. Kill 2000 zombies. You can choose the one you like from the merchant.» [DECEA3]- Wild[-]","[FF6666]Capitolo 11. La leggenda della terra desolata[-]\n\n«Se sei interessato alle armi leggendarie, ho un compito per te. Uccidi 2000 zombi. Puoi scegliere quello che preferisci dal commerciante.» [DECEA3]- Selvaggio[-]"
startQuest13Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 12[-] The Last Hunt (Start),[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 12[-] L'ultima caccia (Inizio)
startQuest13Offer,Quest,Quest Info,,"[FF6666]Chapter 12. The Last Hunt (Start)[-]\n\n«I admit, you managed to surprise even me with your pressure. Keep up the good work and this hole will become at least a little calmer. Finally, I suggest we arrange a real hunt for everything that moves... or doesn't move but wants to move. Kill 2000 zombies and I'll give you a truly unique reward. Good luck in your hunt!» [DECEA3]- Wild[-]","[FF6666]Capitolo 12. L'Ultima Caccia (Start)[-]\n\n«Lo ammetto, sei riuscito a sorprendere anche me con la tua pressione. Continua così e questo buco diventerà almeno un po' più calmo. Infine, suggerisco di organizzare una vera e propria caccia a tutto ciò che si muove... o non si muove ma vuole muoversi. Uccidi 2000 zombie e ti darò una ricompensa davvero unica. Buona fortuna per la tua caccia!» [DECEA3]- Selvaggio[-]"
startQuest14Name,Quest,Quest Info,,[DECEA3]Quest[-] Survival [FF6666]Chapter 12[-] The Last Hunt (Completion),[DECEA3]Quest[-] Sopravvivenza [FF6666]Capitolo 12[-] L'ultima caccia (Completamento)
