Key,File,Type,UsedInMainMenu,english,schinese
perkSlayerVerdict5sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [FF4500]Executioner[-] | +2% phys resist,等级 6——对[FF4500]刽子手[-]伤害 +12%｜物理抗性 +2%
perkSlayerVerdict5sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [FF4500]Executioner[-] | +6% phys resist,等级 7——对[FF4500]刽子手[-]伤害 +14%｜物理抗性 +6%
perkSlayerVerdict5sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [FF4500]Executioner[-] | +10% phys resist,等级 8——对[FF4500]刽子手[-]伤害 +16%｜物理抗性 +10%
perkSlayerVerdict5sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [FF4500]Executioner[-] | +15% phys resist,等级 9——对[FF4500]刽子手[-]伤害 +18%｜物理抗性 +15%
perkSlayerVerdict5sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [FF4500]Executioner[-] | +20% phys resist,等级 10——对[FF4500]刽子手[-]伤害 +20%｜物理抗性 +20%
ZH_Talons_Rank,buffs,Buff,false,[FF8C00]Explosive Eagle[-] Slayer rank up!,[FF8C00]爆破之鹰[-] 猎杀者等级提升！
perkSlayerTalonsRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [FF8C00]Explosive Eagle[-],等级 1——对[FF8C00]爆破之鹰伤害 +2%[-]
perkSlayerTalonsRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [FF8C00]Explosive Eagle[-],等级 2——对[FF8C00]爆破之鹰伤害 +4%[-]
perkSlayerTalonsRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [FF8C00]Explosive Eagle[-],等级 3——对[FF8C00]爆破之鹰伤害 +6%[-]
perkSlayerTalonsRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [FF8C00]Explosive Eagle[-],等级 4——对[FF8C00]爆破之鹰伤害 +8%[-]
perkSlayerTalonsRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [FF8C00]Explosive Eagle[-],等级 5——对[FF8C00]爆破之鹰伤害 +10%[-]
perkSlayerTalonsRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [FF8C00]Explosive Eagle[-] | +2% phys resist,等级 6——对[FF8C00]爆破之鹰[-]伤害 +12%｜物理抗性 +2%
perkSlayerTalonsRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [FF8C00]Explosive Eagle[-] | +6% phys resist,等级 7——对[FF8C00]爆破之鹰[-]伤害 +14%｜物理抗性 +6%
perkSlayerTalonsRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [FF8C00]Explosive Eagle[-] | +10% phys resist,等级 8——对[FF8C00]爆破之鹰[-]伤害 +16%｜物理抗性 +10%
perkSlayerTalonsRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [FF8C00]Explosive Eagle[-] | +15% phys resist,等级 9——对[FF8C00]爆破之鹰[-]伤害 +18%｜物理抗性 +15%
perkSlayerTalonsRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [FF8C00]Explosive Eagle[-] | +20% phys resist,等级 10——对[FF8C00]爆破之鹰[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerTalons1s,progression,Perk,false,Kill the [FF8C00]Explosive Eagle[-] 1-Star to rank up,击杀[FF8C00]爆破之鹰[-] 1★ 以提升等级
perkSlayerTalons1sName,progression,Perk,false,[FF8C00]Explosive Eagle[-] 1★ Slayer,[FF8C00]爆破之鹰[-] 1★ 猎杀者
perkSlayerTalons1sDesc,progression,Perk,false,Grow stronger each time you slay the [FF8C00]Explosive Eagle[-] (1★). Ranks up on kill milestones.,每次击杀[FF8C00]爆破之鹰[-] (1★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Talons_1s_Rank,buffs,Buff,false,[FF8C00]Explosive Eagle[-] 1★ Slayer rank up!,[FF8C00]爆破之鹰[-] 1★ 猎杀者等级提升！
perkSlayerTalons1sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [FF8C00]Explosive Eagle[-],等级 1——对[FF8C00]爆破之鹰伤害 +2%[-]
perkSlayerTalons1sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [FF8C00]Explosive Eagle[-],等级 2——对[FF8C00]爆破之鹰伤害 +4%[-]
perkSlayerTalons1sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [FF8C00]Explosive Eagle[-],等级 3——对[FF8C00]爆破之鹰伤害 +6%[-]
perkSlayerTalons1sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [FF8C00]Explosive Eagle[-],等级 4——对[FF8C00]爆破之鹰伤害 +8%[-]
perkSlayerTalons1sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [FF8C00]Explosive Eagle[-],等级 5——对[FF8C00]爆破之鹰伤害 +10%[-]
perkSlayerTalons1sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [FF8C00]Explosive Eagle[-] | +2% phys resist,等级 6——对[FF8C00]爆破之鹰[-]伤害 +12%｜物理抗性 +2%
perkSlayerTalons1sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [FF8C00]Explosive Eagle[-] | +6% phys resist,等级 7——对[FF8C00]爆破之鹰[-]伤害 +14%｜物理抗性 +6%
perkSlayerTalons1sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [FF8C00]Explosive Eagle[-] | +10% phys resist,等级 8——对[FF8C00]爆破之鹰[-]伤害 +16%｜物理抗性 +10%
perkSlayerTalons1sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [FF8C00]Explosive Eagle[-] | +15% phys resist,等级 9——对[FF8C00]爆破之鹰[-]伤害 +18%｜物理抗性 +15%
perkSlayerTalons1sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [FF8C00]Explosive Eagle[-] | +20% phys resist,等级 10——对[FF8C00]爆破之鹰[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerTalons2s,progression,Perk,false,Kill the [FF8C00]Explosive Eagle[-] 2-Star to rank up,击杀[FF8C00]爆破之鹰[-] 2★ 以提升等级
perkSlayerTalons2sName,progression,Perk,false,[FF8C00]Explosive Eagle[-] 2★ Slayer,[FF8C00]爆破之鹰[-] 2★ 猎杀者
perkSlayerTalons2sDesc,progression,Perk,false,Grow stronger each time you slay the [FF8C00]Explosive Eagle[-] (2★). Ranks up on kill milestones.,每次击杀[FF8C00]爆破之鹰[-] (2★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Talons_2s_Rank,buffs,Buff,false,[FF8C00]Explosive Eagle[-] 2★ Slayer rank up!,[FF8C00]爆破之鹰[-] 2★ 猎杀者等级提升！
perkSlayerTalons2sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [FF8C00]Explosive Eagle[-],等级 1——对[FF8C00]爆破之鹰伤害 +2%[-]
perkSlayerTalons2sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [FF8C00]Explosive Eagle[-],等级 2——对[FF8C00]爆破之鹰伤害 +4%[-]
perkSlayerTalons2sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [FF8C00]Explosive Eagle[-],等级 3——对[FF8C00]爆破之鹰伤害 +6%[-]
perkSlayerTalons2sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [FF8C00]Explosive Eagle[-],等级 4——对[FF8C00]爆破之鹰伤害 +8%[-]
perkSlayerTalons2sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [FF8C00]Explosive Eagle[-],等级 5——对[FF8C00]爆破之鹰伤害 +10%[-]
perkSlayerTalons2sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [FF8C00]Explosive Eagle[-] | +2% phys resist,等级 6——对[FF8C00]爆破之鹰[-]伤害 +12%｜物理抗性 +2%
perkSlayerTalons2sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [FF8C00]Explosive Eagle[-] | +6% phys resist,等级 7——对[FF8C00]爆破之鹰[-]伤害 +14%｜物理抗性 +6%
perkSlayerTalons2sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [FF8C00]Explosive Eagle[-] | +10% phys resist,等级 8——对[FF8C00]爆破之鹰[-]伤害 +16%｜物理抗性 +10%
perkSlayerTalons2sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [FF8C00]Explosive Eagle[-] | +15% phys resist,等级 9——对[FF8C00]爆破之鹰[-]伤害 +18%｜物理抗性 +15%
perkSlayerTalons2sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [FF8C00]Explosive Eagle[-] | +20% phys resist,等级 10——对[FF8C00]爆破之鹰[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerTalons3s,progression,Perk,false,Kill the [FF8C00]Explosive Eagle[-] 3-Star to rank up,击杀[FF8C00]爆破之鹰[-] 3★ 以提升等级
perkSlayerTalons3sName,progression,Perk,false,[FF8C00]Explosive Eagle[-] 3★ Slayer,[FF8C00]爆破之鹰[-] 3★ 猎杀者
perkSlayerTalons3sDesc,progression,Perk,false,Grow stronger each time you slay the [FF8C00]Explosive Eagle[-] (3★). Ranks up on kill milestones.,每次击杀[FF8C00]爆破之鹰[-] (3★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Talons_3s_Rank,buffs,Buff,false,[FF8C00]Explosive Eagle[-] 3★ Slayer rank up!,[FF8C00]爆破之鹰[-] 3★ 猎杀者等级提升！
perkSlayerTalons3sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [FF8C00]Explosive Eagle[-],等级 1——对[FF8C00]爆破之鹰伤害 +2%[-]
perkSlayerTalons3sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [FF8C00]Explosive Eagle[-],等级 2——对[FF8C00]爆破之鹰伤害 +4%[-]
perkSlayerTalons3sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [FF8C00]Explosive Eagle[-],等级 3——对[FF8C00]爆破之鹰伤害 +6%[-]
perkSlayerTalons3sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [FF8C00]Explosive Eagle[-],等级 4——对[FF8C00]爆破之鹰伤害 +8%[-]
perkSlayerTalons3sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [FF8C00]Explosive Eagle[-],等级 5——对[FF8C00]爆破之鹰伤害 +10%[-]
perkSlayerTalons3sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [FF8C00]Explosive Eagle[-] | +2% phys resist,等级 6——对[FF8C00]爆破之鹰[-]伤害 +12%｜物理抗性 +2%
perkSlayerTalons3sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [FF8C00]Explosive Eagle[-] | +6% phys resist,等级 7——对[FF8C00]爆破之鹰[-]伤害 +14%｜物理抗性 +6%
perkSlayerTalons3sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [FF8C00]Explosive Eagle[-] | +10% phys resist,等级 8——对[FF8C00]爆破之鹰[-]伤害 +16%｜物理抗性 +10%
perkSlayerTalons3sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [FF8C00]Explosive Eagle[-] | +15% phys resist,等级 9——对[FF8C00]爆破之鹰[-]伤害 +18%｜物理抗性 +15%
perkSlayerTalons3sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [FF8C00]Explosive Eagle[-] | +20% phys resist,等级 10——对[FF8C00]爆破之鹰[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerTalons4s,progression,Perk,false,Kill the [FF8C00]Explosive Eagle[-] 4-Star to rank up,击杀[FF8C00]爆破之鹰[-] 4★ 以提升等级
perkSlayerTalons4sName,progression,Perk,false,[FF8C00]Explosive Eagle[-] 4★ Slayer,[FF8C00]爆破之鹰[-] 4★ 猎杀者
perkSlayerTalons4sDesc,progression,Perk,false,Grow stronger each time you slay the [FF8C00]Explosive Eagle[-] (4★). Ranks up on kill milestones.,每次击杀[FF8C00]爆破之鹰[-] (4★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Talons_4s_Rank,buffs,Buff,false,[FF8C00]Explosive Eagle[-] 4★ Slayer rank up!,[FF8C00]爆破之鹰[-] 4★ 猎杀者等级提升！
perkSlayerTalons4sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [FF8C00]Explosive Eagle[-],等级 1——对[FF8C00]爆破之鹰伤害 +2%[-]
perkSlayerTalons4sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [FF8C00]Explosive Eagle[-],等级 2——对[FF8C00]爆破之鹰伤害 +4%[-]
perkSlayerTalons4sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [FF8C00]Explosive Eagle[-],等级 3——对[FF8C00]爆破之鹰伤害 +6%[-]
perkSlayerTalons4sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [FF8C00]Explosive Eagle[-],等级 4——对[FF8C00]爆破之鹰伤害 +8%[-]
perkSlayerTalons4sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [FF8C00]Explosive Eagle[-],等级 5——对[FF8C00]爆破之鹰伤害 +10%[-]
perkSlayerTalons4sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [FF8C00]Explosive Eagle[-] | +2% phys resist,等级 6——对[FF8C00]爆破之鹰[-]伤害 +12%｜物理抗性 +2%
perkSlayerTalons4sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [FF8C00]Explosive Eagle[-] | +6% phys resist,等级 7——对[FF8C00]爆破之鹰[-]伤害 +14%｜物理抗性 +6%
perkSlayerTalons4sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [FF8C00]Explosive Eagle[-] | +10% phys resist,等级 8——对[FF8C00]爆破之鹰[-]伤害 +16%｜物理抗性 +10%
perkSlayerTalons4sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [FF8C00]Explosive Eagle[-] | +15% phys resist,等级 9——对[FF8C00]爆破之鹰[-]伤害 +18%｜物理抗性 +15%
perkSlayerTalons4sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [FF8C00]Explosive Eagle[-] | +20% phys resist,等级 10——对[FF8C00]爆破之鹰[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerTalons5s,progression,Perk,false,Kill the [FF8C00]Explosive Eagle[-] 5-Star to rank up,击杀[FF8C00]爆破之鹰[-] 5★ 以提升等级
perkSlayerTalons5sName,progression,Perk,false,[FF8C00]Explosive Eagle[-] 5★ Slayer,[FF8C00]爆破之鹰[-] 5★ 猎杀者
perkSlayerTalons5sDesc,progression,Perk,false,Grow stronger each time you slay the [FF8C00]Explosive Eagle[-] (5★). Ranks up on kill milestones.,每次击杀[FF8C00]爆破之鹰[-] (5★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Talons_5s_Rank,buffs,Buff,false,[FF8C00]Explosive Eagle[-] 5★ Slayer rank up!,[FF8C00]爆破之鹰[-] 5★ 猎杀者等级提升！
perkSlayerTalons5sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [FF8C00]Explosive Eagle[-],等级 1——对[FF8C00]爆破之鹰伤害 +2%[-]
perkSlayerTalons5sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [FF8C00]Explosive Eagle[-],等级 2——对[FF8C00]爆破之鹰伤害 +4%[-]
perkSlayerTalons5sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [FF8C00]Explosive Eagle[-],等级 3——对[FF8C00]爆破之鹰伤害 +6%[-]
perkSlayerTalons5sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [FF8C00]Explosive Eagle[-],等级 4——对[FF8C00]爆破之鹰伤害 +8%[-]
perkSlayerTalons5sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [FF8C00]Explosive Eagle[-],等级 5——对[FF8C00]爆破之鹰伤害 +10%[-]
perkSlayerTalons5sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [FF8C00]Explosive Eagle[-] | +2% phys resist,等级 6——对[FF8C00]爆破之鹰[-]伤害 +12%｜物理抗性 +2%
perkSlayerTalons5sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [FF8C00]Explosive Eagle[-] | +6% phys resist,等级 7——对[FF8C00]爆破之鹰[-]伤害 +14%｜物理抗性 +6%
perkSlayerTalons5sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [FF8C00]Explosive Eagle[-] | +10% phys resist,等级 8——对[FF8C00]爆破之鹰[-]伤害 +16%｜物理抗性 +10%
perkSlayerTalons5sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [FF8C00]Explosive Eagle[-] | +15% phys resist,等级 9——对[FF8C00]爆破之鹰[-]伤害 +18%｜物理抗性 +15%
perkSlayerTalons5sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [FF8C00]Explosive Eagle[-] | +20% phys resist,等级 10——对[FF8C00]爆破之鹰[-]伤害 +20%｜物理抗性 +20%
ZH_Anvil_Rank,buffs,Buff,false,[A0A0A0]Hammer Guardian[-] Slayer rank up!,[A0A0A0]战锤守卫[-] 猎杀者等级提升！
perkSlayerAnvilRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [A0A0A0]Hammer Guardian[-],等级 1——对[A0A0A0]巨锤守卫伤害 +2%[-]
perkSlayerAnvilRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [A0A0A0]Hammer Guardian[-],等级 2——对[A0A0A0]巨锤守卫伤害 +4%[-]
perkSlayerAnvilRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [A0A0A0]Hammer Guardian[-],等级 3——对[A0A0A0]巨锤守卫伤害 +6%[-]
perkSlayerAnvilRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [A0A0A0]Hammer Guardian[-],等级 4——对[A0A0A0]巨锤守卫伤害 +8%[-]
perkSlayerAnvilRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [A0A0A0]Hammer Guardian[-],等级 5——对[A0A0A0]巨锤守卫伤害 +10%[-]
perkSlayerAnvilRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [A0A0A0]Hammer Guardian[-] | +2% phys resist,等级 6——对[A0A0A0]巨锤守卫[-]伤害 +12%｜物理抗性 +2%
perkSlayerAnvilRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [A0A0A0]Hammer Guardian[-] | +6% phys resist,等级 7——对[A0A0A0]巨锤守卫[-]伤害 +14%｜物理抗性 +6%
perkSlayerAnvilRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [A0A0A0]Hammer Guardian[-] | +10% phys resist,等级 8——对[A0A0A0]巨锤守卫[-]伤害 +16%｜物理抗性 +10%
perkSlayerAnvilRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [A0A0A0]Hammer Guardian[-] | +15% phys resist,等级 9——对[A0A0A0]巨锤守卫[-]伤害 +18%｜物理抗性 +15%
perkSlayerAnvilRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [A0A0A0]Hammer Guardian[-] | +20% phys resist,等级 10——对[A0A0A0]巨锤守卫[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerAnvil1s,progression,Perk,false,Kill the [A0A0A0]Hammer Guardian[-] 1-Star to rank up,击杀[A0A0A0]巨锤守卫[-] 1★ 以提升等级
perkSlayerAnvil1sName,progression,Perk,false,[A0A0A0]Hammer Guardian[-] 1★ Slayer,[A0A0A0]巨锤守卫[-] 1★ 猎杀者
perkSlayerAnvil1sDesc,progression,Perk,false,Grow stronger each time you slay the [A0A0A0]Hammer Guardian[-] (1★). Ranks up on kill milestones.,每次击杀[A0A0A0]巨锤守卫[-] (1★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Anvil_1s_Rank,buffs,Buff,false,[A0A0A0]Hammer Guardian[-] 1★ Slayer rank up!,[A0A0A0]战锤守卫[-] 1★ 猎杀者等级提升！
perkSlayerAnvil1sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [A0A0A0]Hammer Guardian[-],等级 1——对[A0A0A0]巨锤守卫伤害 +2%[-]
perkSlayerAnvil1sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [A0A0A0]Hammer Guardian[-],等级 2——对[A0A0A0]巨锤守卫伤害 +4%[-]
perkSlayerAnvil1sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [A0A0A0]Hammer Guardian[-],等级 3——对[A0A0A0]巨锤守卫伤害 +6%[-]
perkSlayerAnvil1sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [A0A0A0]Hammer Guardian[-],等级 4——对[A0A0A0]巨锤守卫伤害 +8%[-]
perkSlayerAnvil1sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [A0A0A0]Hammer Guardian[-],等级 5——对[A0A0A0]巨锤守卫伤害 +10%[-]
perkSlayerAnvil1sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [A0A0A0]Hammer Guardian[-] | +2% phys resist,等级 6——对[A0A0A0]巨锤守卫[-]伤害 +12%｜物理抗性 +2%
perkSlayerAnvil1sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [A0A0A0]Hammer Guardian[-] | +6% phys resist,等级 7——对[A0A0A0]巨锤守卫[-]伤害 +14%｜物理抗性 +6%
perkSlayerAnvil1sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [A0A0A0]Hammer Guardian[-] | +10% phys resist,等级 8——对[A0A0A0]巨锤守卫[-]伤害 +16%｜物理抗性 +10%
perkSlayerAnvil1sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [A0A0A0]Hammer Guardian[-] | +15% phys resist,等级 9——对[A0A0A0]巨锤守卫[-]伤害 +18%｜物理抗性 +15%
perkSlayerAnvil1sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [A0A0A0]Hammer Guardian[-] | +20% phys resist,等级 10——对[A0A0A0]巨锤守卫[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerAnvil2s,progression,Perk,false,Kill the [A0A0A0]Hammer Guardian[-] 2-Star to rank up,击杀[A0A0A0]巨锤守卫[-] 2★ 以提升等级
perkSlayerAnvil2sName,progression,Perk,false,[A0A0A0]Hammer Guardian[-] 2★ Slayer,[A0A0A0]巨锤守卫[-] 2★ 猎杀者
perkSlayerAnvil2sDesc,progression,Perk,false,Grow stronger each time you slay the [A0A0A0]Hammer Guardian[-] (2★). Ranks up on kill milestones.,每次击杀[A0A0A0]巨锤守卫[-] (2★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Anvil_2s_Rank,buffs,Buff,false,[A0A0A0]Hammer Guardian[-] 2★ Slayer rank up!,[A0A0A0]战锤守卫[-] 2★ 猎杀者等级提升！
perkSlayerAnvil2sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [A0A0A0]Hammer Guardian[-],等级 1——对[A0A0A0]巨锤守卫伤害 +2%[-]
perkSlayerAnvil2sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [A0A0A0]Hammer Guardian[-],等级 2——对[A0A0A0]巨锤守卫伤害 +4%[-]
perkSlayerAnvil2sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [A0A0A0]Hammer Guardian[-],等级 3——对[A0A0A0]巨锤守卫伤害 +6%[-]
perkSlayerAnvil2sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [A0A0A0]Hammer Guardian[-],等级 4——对[A0A0A0]巨锤守卫伤害 +8%[-]
perkSlayerAnvil2sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [A0A0A0]Hammer Guardian[-],等级 5——对[A0A0A0]巨锤守卫伤害 +10%[-]
perkSlayerAnvil2sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [A0A0A0]Hammer Guardian[-] | +2% phys resist,等级 6——对[A0A0A0]巨锤守卫[-]伤害 +12%｜物理抗性 +2%
perkSlayerAnvil2sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [A0A0A0]Hammer Guardian[-] | +6% phys resist,等级 7——对[A0A0A0]巨锤守卫[-]伤害 +14%｜物理抗性 +6%
perkSlayerAnvil2sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [A0A0A0]Hammer Guardian[-] | +10% phys resist,等级 8——对[A0A0A0]巨锤守卫[-]伤害 +16%｜物理抗性 +10%
perkSlayerAnvil2sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [A0A0A0]Hammer Guardian[-] | +15% phys resist,等级 9——对[A0A0A0]巨锤守卫[-]伤害 +18%｜物理抗性 +15%
perkSlayerAnvil2sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [A0A0A0]Hammer Guardian[-] | +20% phys resist,等级 10——对[A0A0A0]巨锤守卫[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerAnvil3s,progression,Perk,false,Kill the [A0A0A0]Hammer Guardian[-] 3-Star to rank up,击杀[A0A0A0]巨锤守卫[-] 3★ 以提升等级
perkSlayerAnvil3sName,progression,Perk,false,[A0A0A0]Hammer Guardian[-] 3★ Slayer,[A0A0A0]巨锤守卫[-] 3★ 猎杀者
perkSlayerAnvil3sDesc,progression,Perk,false,Grow stronger each time you slay the [A0A0A0]Hammer Guardian[-] (3★). Ranks up on kill milestones.,每次击杀[A0A0A0]巨锤守卫[-] (3★)都会变得更强；达到击杀里程碑时自动升级。
ZH_Anvil_3s_Rank,buffs,Buff,false,[A0A0A0]Hammer Guardian[-] 3★ Slayer rank up!,[A0A0A0]战锤守卫[-] 3★ 猎杀者等级提升！
perkSlayerAnvil3sRank1Desc,progression,Perk,false,Rank 1 — +2% damage vs [A0A0A0]Hammer Guardian[-],等级 1——对[A0A0A0]巨锤守卫伤害 +2%[-]
perkSlayerAnvil3sRank2Desc,progression,Perk,false,Rank 2 — +4% damage vs [A0A0A0]Hammer Guardian[-],等级 2——对[A0A0A0]巨锤守卫伤害 +4%[-]
perkSlayerAnvil3sRank3Desc,progression,Perk,false,Rank 3 — +6% damage vs [A0A0A0]Hammer Guardian[-],等级 3——对[A0A0A0]巨锤守卫伤害 +6%[-]
perkSlayerAnvil3sRank4Desc,progression,Perk,false,Rank 4 — +8% damage vs [A0A0A0]Hammer Guardian[-],等级 4——对[A0A0A0]巨锤守卫伤害 +8%[-]
perkSlayerAnvil3sRank5Desc,progression,Perk,false,Rank 5 — +10% damage vs [A0A0A0]Hammer Guardian[-],等级 5——对[A0A0A0]巨锤守卫伤害 +10%[-]
perkSlayerAnvil3sRank6Desc,progression,Perk,false,Rank 6 — +12% damage vs [A0A0A0]Hammer Guardian[-] | +2% phys resist,等级 6——对[A0A0A0]巨锤守卫[-]伤害 +12%｜物理抗性 +2%
perkSlayerAnvil3sRank7Desc,progression,Perk,false,Rank 7 — +14% damage vs [A0A0A0]Hammer Guardian[-] | +6% phys resist,等级 7——对[A0A0A0]巨锤守卫[-]伤害 +14%｜物理抗性 +6%
perkSlayerAnvil3sRank8Desc,progression,Perk,false,Rank 8 — +16% damage vs [A0A0A0]Hammer Guardian[-] | +10% phys resist,等级 8——对[A0A0A0]巨锤守卫[-]伤害 +16%｜物理抗性 +10%
perkSlayerAnvil3sRank9Desc,progression,Perk,false,Rank 9 — +18% damage vs [A0A0A0]Hammer Guardian[-] | +15% phys resist,等级 9——对[A0A0A0]巨锤守卫[-]伤害 +18%｜物理抗性 +15%
perkSlayerAnvil3sRank10Desc,progression,Perk,false,Rank 10 — +20% damage vs [A0A0A0]Hammer Guardian[-] | +20% phys resist,等级 10——对[A0A0A0]巨锤守卫[-]伤害 +20%｜物理抗性 +20%
reqPerkSlayerAnvil4s,progression,Perk,false,Kill the [A0A0A0]Hammer Guardian[-] 4-Star to rank up,击杀[A0A0A0]巨锤守卫[-] 4★ 以提升等级
perkSlayerAnvil4sName,progression,Perk,false,[A0A0A0]Hammer Guardian[-] 4★ Slayer,[A0A0A0]巨锤守卫[-] 4★ 猎杀者
